1)regulatorId	2)regulatorName	3)RegulatorGeneName	4)regulatedId	5)regulatedName	6)function	7)confidenceLevel
b3261	Fis	fis	b1241	adhE	+	Strong
b3261	Fis	fis	b1739	osmE	-	Strong
b3261	Fis	fis	b2957	ansB	-	Weak
b3261	Fis	fis	b0050	apaG	+	Weak
b3261	Fis	fis	b0049	apaH	+	Weak
b3261	Fis	fis	b3721	bglB	-	Strong
b3261	Fis	fis	b3722	bglF	-	Strong
b3261	Fis	fis	b3723	bglG	-	Strong
b3261	Fis	fis	b0032	carA	+	Weak
b3261	Fis	fis	b0033	carB	+	Weak
b3261	Fis	fis	b3357	crp	-	Confirmed
b3261	Fis	fis	b3556	cspA	+	Confirmed
b3261	Fis	fis	b0432	cyoA	+	Weak
b3261	Fis	fis	b0431	cyoB	+	Weak
b3261	Fis	fis	b0430	cyoC	+	Weak
b3261	Fis	fis	b0429	cyoD	+	Weak
b3261	Fis	fis	b0428	cyoE	+	Weak
b3261	Fis	fis	b3368	cysG	-	Confirmed
b3261	Fis	fis	b4382	deoA	+	Weak
b3261	Fis	fis	b4383	deoB	+	Weak
b3261	Fis	fis	b4381	deoC	+	Weak
b3261	Fis	fis	b4384	deoD	+	Weak
b3261	Fis	fis	b0894	dmsA	-	Weak
b3261	Fis	fis	b0895	dmsB	-	Weak
b3261	Fis	fis	b0896	dmsC	-	Weak
b3261	Fis	fis	b3702	dnaA	-	Confirmed
b3261	Fis	fis	b3701	dnaN	-	Confirmed
b3261	Fis	fis	b3845	fadA	+	Strong
b3261	Fis	fis	b3846	fadB	+	Strong
b3261	Fis	fis	b3261	fis	-	Confirmed
b3261	Fis	fis	b4122	fumB	-	Weak
b3261	Fis	fis	b3870	glnA	+	Confirmed
b3261	Fis	fis	b3868	glnG	+	Confirmed
b3261	Fis	fis	b3869	glnL	+	Confirmed
b3261	Fis	fis	b0809	glnQ	-	Weak
b3261	Fis	fis	b2241	glpA	+	Strong
b3261	Fis	fis	b2242	glpB	+	Strong
b3261	Fis	fis	b2243	glpC	+	Strong
b3261	Fis	fis	b2239	glpQ	+	Strong
b3261	Fis	fis	b2240	glpT	+	Strong
b3261	Fis	fis	b2400	gltX	-	Confirmed
b3261	Fis	fis	b2507	guaA	-	Confirmed
b3261	Fis	fis	b2508	guaB	-	Confirmed
b3261	Fis	fis	b2231	gyrA	-	Strong
b3261	Fis	fis	b3699	gyrB	-	Strong
b3261	Fis	fis	b1237	hns	+	Strong
b3261	Fis	fis	b4000	hupA	+	Strong
b3261	Fis	fis	b0440	hupB	-	Strong
b3261	Fis	fis	b0972	hyaA	-	Weak
b3261	Fis	fis	b0973	hyaB	-	Weak
b3261	Fis	fis	b0974	hyaC	-	Weak
b3261	Fis	fis	b0975	hyaD	-	Weak
b3261	Fis	fis	b0976	hyaE	-	Weak
b3261	Fis	fis	b0977	hyaF	-	Weak
b3261	Fis	fis	b3168	infB	+	Weak
b3261	Fis	fis	b1732	katE	-	Strong
b3261	Fis	fis	b0051	rsmA	+	Weak
b3261	Fis	fis	b0116	lpd	+	Strong
b3261	Fis	fis	b4034	malE	+	Strong
b3261	Fis	fis	b4033	malF	+	Strong
b3261	Fis	fis	b4032	malG	+	Strong
b3261	Fis	fis	b2783	mazE	+	Confirmed
b3261	Fis	fis	b2781	mazG	+	Confirmed
b3261	Fis	fis	b2149	mglA	-	Weak
b3261	Fis	fis	b2148	mglC	-	Weak
b3261	Fis	fis	b3599	mtlA	-	Strong
b3261	Fis	fis	b3600	mtlD	-	Strong
b3261	Fis	fis	b3225	nanA	-	Strong
b3261	Fis	fis	b1224	narG	-	Weak
b3261	Fis	fis	b1225	narH	-	Weak
b3261	Fis	fis	b1227	narI	-	Weak
b3261	Fis	fis	b1226	narJ	-	Weak
b3261	Fis	fis	b1223	narK	-	Weak
b3261	Fis	fis	b1109	ndh	+	Confirmed
b3261	Fis	fis	b1109	ndh	-	Confirmed
b3261	Fis	fis	b3365	nirB	-	Confirmed
b3261	Fis	fis	b3367	nirC	-	Confirmed
b3261	Fis	fis	b3366	nirD	-	Confirmed
b3261	Fis	fis	b2234	nrdA	+	Confirmed
b3261	Fis	fis	b2235	nrdB	+	Confirmed
b3261	Fis	fis	b3169	nusA	+	Weak
b3261	Fis	fis	b1335	ogt	-	Strong
b3261	Fis	fis	b0052	pdxA	+	Weak
b3261	Fis	fis	b0903	pflB	-	Weak
b3261	Fis	fis	b3164	pnp	+	Weak
b3261	Fis	fis	b1101	ptsG	+	Strong
b3261	Fis	fis	b1101	ptsG	-	Strong
b3261	Fis	fis	b0945	pyrD	-	Weak
b3261	Fis	fis	b0405	queA	+	Strong
b3261	Fis	fis	b3700	recF	-	Confirmed
b3261	Fis	fis	b3231	rplM	-	Weak
b3261	Fis	fis	b3230	rpsI	-	Weak
b3261	Fis	fis	b3165	rpsO	+	Weak
b3261	Fis	fis	b1274	topA	+	Confirmed
b3261	Fis	fis	b1274	topA	-	Confirmed
b3261	Fis	fis	b1229	tpr	+	Confirmed
b3261	Fis	fis	b1421	trg	+	Weak
b3261	Fis	fis	b3965	trmA	+	Weak
b3261	Fis	fis	b3980	tufB	+	Confirmed
b3261	Fis	fis	b2912	fau	+	Strong
b3261	Fis	fis	b2912	fau	-	Strong
b3261	Fis	fis	b3166	truB	+	Weak
b3261	Fis	fis	b3167	rbfA	+	Weak
b3261	Fis	fis	b3170	rimP	+	Weak
b3261	Fis	fis	b2782	mazF	+	Confirmed
b3261	Fis	fis	b3260	dusB	-	Confirmed
b3261	Fis	fis	b4376	osmY	-	Weak
b3261	Fis	fis	b0812	dps	-	Strong
b3261	Fis	fis	b4219	msrA	-	Strong
b3261	Fis	fis	b1531	marA	+	Confirmed
b3261	Fis	fis	b1530	marR	+	Confirmed
b3261	Fis	fis	b4069	acs	-	Confirmed
b3261	Fis	fis	b1493	gadB	-	Weak
b3261	Fis	fis	b1480	sra	+	Weak
b3261	Fis	fis	b1532	marB	+	Confirmed
b3261	Fis	fis	b4111	proP	+	Confirmed
b3261	Fis	fis	b3673	emrD	+	Strong
b3261	Fis	fis	b2277	nuoM	+	Confirmed
b3261	Fis	fis	b2284	nuoF	+	Confirmed
b3261	Fis	fis	b4070	nrfA	-	Strong
b3261	Fis	fis	b2579	grcA	+	Strong
b3261	Fis	fis	b4067	actP	-	Confirmed
b3261	Fis	fis	b4068	yjcH	-	Confirmed
b3261	Fis	fis	b4071	nrfB	-	Strong
b3261	Fis	fis	b4072	nrfC	-	Strong
b3261	Fis	fis	b4073	nrfD	-	Strong
b3261	Fis	fis	b4074	nrfE	-	Strong
b3261	Fis	fis	b4075	nrfF	-	Strong
b3261	Fis	fis	b4076	nrfG	-	Strong
b3261	Fis	fis	b3601	mtlR	-	Strong
b3261	Fis	fis	b2288	nuoA	+	Confirmed
b3261	Fis	fis	b2287	nuoB	+	Confirmed
b3261	Fis	fis	b2286	nuoC	+	Confirmed
b3261	Fis	fis	b2285	nuoE	+	Confirmed
b3261	Fis	fis	b2283	nuoG	+	Confirmed
b3261	Fis	fis	b2282	nuoH	+	Confirmed
b3261	Fis	fis	b2281	nuoI	+	Confirmed
b3261	Fis	fis	b2280	nuoJ	+	Confirmed
b3261	Fis	fis	b2279	nuoK	+	Confirmed
b3261	Fis	fis	b2278	nuoL	+	Confirmed
b3261	Fis	fis	b2276	nuoN	+	Confirmed
b3261	Fis	fis	b1000	cbpA	-	Confirmed
b3261	Fis	fis	b0999	cbpM	-	Confirmed
b3261	Fis	fis	b3516	gadX	-	Weak
b3261	Fis	fis	b3567	xylG	-	Weak
b3261	Fis	fis	b3568	xylH	-	Weak
b3261	Fis	fis	b3588	aldB	-	Confirmed
b3261	Fis	fis	b0118	acnB	-	Strong
b3261	Fis	fis	b2236	yfaE	+	Confirmed
b3261	Fis	fis	b3566	xylF	-	Weak
b3261	Fis	fis	b3569	xylR	-	Weak
b3261	Fis	fis	b3853	alaT	+	Strong
b3261	Fis	fis	b3276	alaU	+	Strong
b3261	Fis	fis	b0203	alaV	+	Strong
b3261	Fis	fis	b2397	alaW	+	Weak
b3261	Fis	fis	b2396	alaX	+	Weak
b3261	Fis	fis	b0536	argU	+	Weak
b3261	Fis	fis	b2348	argW	+	Weak
b3261	Fis	fis	b3796	argX	+	Weak
b3261	Fis	fis	b0216	aspV	+	Weak
b3261	Fis	fis	b0670	glnU	+	Weak
b3261	Fis	fis	b0665	glnV	+	Weak
b3261	Fis	fis	b0668	glnW	+	Weak
b3261	Fis	fis	b0664	glnX	+	Weak
b3261	Fis	fis	b3969	gltT	+	Strong
b3261	Fis	fis	b3757	gltU	+	Strong
b3261	Fis	fis	b4008	gltV	+	Strong
b3261	Fis	fis	b2590	gltW	+	Strong
b3261	Fis	fis	b3978	glyT	+	Confirmed
b3261	Fis	fis	b2864	glyU	+	Weak
b3261	Fis	fis	b3797	hisR	+	Weak
b3261	Fis	fis	b3852	ileT	+	Strong
b3261	Fis	fis	b3277	ileU	+	Strong
b3261	Fis	fis	b0202	ileV	+	Strong
b3261	Fis	fis	b4369	leuP	+	Strong
b3261	Fis	fis	b4370	leuQ	+	Strong
b3261	Fis	fis	b3798	leuT	+	Weak
b3261	Fis	fis	b4368	leuV	+	Strong
b3261	Fis	fis	b0672	leuW	+	Weak
b3261	Fis	fis	b4270	leuX	+	Weak
b3261	Fis	fis	b0743	lysT	+	Weak
b3261	Fis	fis	b2404	lysV	+	Confirmed
b3261	Fis	fis	b0745	lysW	+	Weak
b3261	Fis	fis	b0673	metT	+	Weak
b3261	Fis	fis	b0666	metU	+	Weak
b3261	Fis	fis	b3171	metY	+	Weak
b3261	Fis	fis	b4134	pheU	+	Weak
b3261	Fis	fis	b2967	pheV	+	Weak
b3261	Fis	fis	b3545	proK	+	Weak
b3261	Fis	fis	b2189	proL	+	Weak
b3261	Fis	fis	b3799	proM	+	Weak
b3261	Fis	fis	b3123	rnpB	+	Strong
b3261	Fis	fis	b3123	rnpB	-	Strong
b3261	Fis	fis	b3855	rrfA	+	Strong
b3261	Fis	fis	b3971	rrfB	+	Strong
b3261	Fis	fis	b3759	rrfC	+	Strong
b3261	Fis	fis	b3274	rrfD	+	Strong
b3261	Fis	fis	b4010	rrfE	+	Strong
b3261	Fis	fis	b2588	rrfG	+	Strong
b3261	Fis	fis	b0205	rrfH	+	Strong
b3261	Fis	fis	b3854	rrlA	+	Strong
b3261	Fis	fis	b3970	rrlB	+	Strong
b3261	Fis	fis	b3758	rrlC	+	Strong
b3261	Fis	fis	b3275	rrlD	+	Strong
b3261	Fis	fis	b4009	rrlE	+	Strong
b3261	Fis	fis	b2589	rrlG	+	Strong
b3261	Fis	fis	b0204	rrlH	+	Strong
b3261	Fis	fis	b3851	rrsA	+	Strong
b3261	Fis	fis	b3968	rrsB	+	Strong
b3261	Fis	fis	b3756	rrsC	+	Strong
b3261	Fis	fis	b3278	rrsD	+	Strong
b3261	Fis	fis	b4007	rrsE	+	Strong
b3261	Fis	fis	b2591	rrsG	+	Strong
b3261	Fis	fis	b0201	rrsH	+	Strong
b3261	Fis	fis	b3272	rrfF	+	Strong
b3261	Fis	fis	b0971	serT	+	Weak
b3261	Fis	fis	b1032	serX	+	Weak
b3261	Fis	fis	b2911	ssrS	+	Strong
b3261	Fis	fis	b2911	ssrS	-	Strong
b3261	Fis	fis	b3979	thrT	+	Confirmed
b3261	Fis	fis	b3976	thrU	+	Confirmed
b3261	Fis	fis	b3273	thrV	+	Strong
b3261	Fis	fis	b0244	thrW	+	Weak
b3261	Fis	fis	b1231	tyrT	+	Confirmed
b3261	Fis	fis	b3977	tyrU	+	Confirmed
b3261	Fis	fis	b1230	tyrV	+	Confirmed
b3261	Fis	fis	b0744	valT	+	Weak
b3261	Fis	fis	b2401	valU	+	Confirmed
b3261	Fis	fis	b2402	valX	+	Confirmed
b3261	Fis	fis	b2403	valY	+	Confirmed
b3261	Fis	fis	b3517	gadA	-	Weak
b3261	Fis	fis	b3224	nanT	-	Strong
b3261	Fis	fis	b1182	hlyE	-	Strong
b3261	Fis	fis	b1492	gadC	-	Weak
b3261	Fis	fis	b1552	cspI	-	Weak
b3261	Fis	fis	b1566	flxA	+	Weak
b3261	Fis	fis	b1796	yoaG	-	Strong
b3261	Fis	fis	b1797	yeaR	-	Strong
b3261	Fis	fis	b2980	glcC	-	Strong
b3261	Fis	fis	b3073	patA	?	Weak
b3261	Fis	fis	b3221	nanQ	-	Strong
b3261	Fis	fis	b3222	nanK	-	Strong
b3261	Fis	fis	b3223	nanE	-	Strong
b3261	Fis	fis	b4807	malH	+	Strong
b3261	Fis	fis	b4813	narS	-	Weak
b4396	Rob	rob	b1415	aldA	+	Weak
b4396	Rob	rob	b3800	aslB	+	Weak
b4396	Rob	rob	b0166	dapD	+	Weak
b4396	Rob	rob	b3845	fadA	-	Weak
b4396	Rob	rob	b3846	fadB	-	Weak
b4396	Rob	rob	b2344	fadL	-	Weak
b4396	Rob	rob	b1611	fumC	+	Strong
b4396	Rob	rob	b0168	map	+	Weak
b4396	Rob	rob	b1224	narG	+	Weak
b4396	Rob	rob	b2159	nfo	+	Weak
b4396	Rob	rob	b0852	rimK	+	Weak
b4396	Rob	rob	b3908	sodA	+	Weak
b4396	Rob	rob	b3035	tolC	+	Strong
b4396	Rob	rob	b3037	ygiB	+	Strong
b4396	Rob	rob	b3038	ygiC	+	Strong
b4396	Rob	rob	b1852	zwf	+	Strong
b4396	Rob	rob	b0851	nfsA	+	Weak
b4396	Rob	rob	b1276	acnA	+	Weak
b4396	Rob	rob	b4396	rob	-	Confirmed
b4396	Rob	rob	b2558	mltF	+	Weak
b4396	Rob	rob	b3049	glgS	+	Weak
b4396	Rob	rob	b0167	glnD	+	Weak
b4396	Rob	rob	b2237	inaA	+	Strong
b4396	Rob	rob	b1531	marA	+	Confirmed
b4396	Rob	rob	b1530	marR	+	Confirmed
b4396	Rob	rob	b4069	acs	-	Weak
b4396	Rob	rob	b1805	fadD	-	Weak
b4396	Rob	rob	b1532	marB	+	Confirmed
b4396	Rob	rob	b0463	acrA	+	Strong
b4396	Rob	rob	b0462	acrB	+	Strong
b4396	Rob	rob	b4067	actP	-	Weak
b4396	Rob	rob	b4068	yjcH	-	Weak
b4396	Rob	rob	b2077	mdtD	+	Weak
b4396	Rob	rob	b0117	yacH	+	Weak
b4396	Rob	rob	b1218	chaC	+	Weak
b4396	Rob	rob	b3555	yiaG	-	Weak
b4396	Rob	rob	b3028	mdaB	+	Strong
b4396	Rob	rob	b0850	ybjC	+	Weak
b4396	Rob	rob	b4439	micF	+	Confirmed
b4396	Rob	rob	b0578	nfsB	+	Weak
b4396	Rob	rob	b0762	acrZ	+	Strong
b4396	Rob	rob	b0819	ldtB	+	Weak
b4396	Rob	rob	b0820	ybiT	+	Weak
b4396	Rob	rob	b0853	ybjN	+	Weak
b4396	Rob	rob	b1431	ydcL	+	Weak
b4396	Rob	rob	b1748	astC	-	Weak
b4396	Rob	rob	b2266	elaB	-	Weak
b4396	Rob	rob	b3153	yhbO	-	Weak
b4396	Rob	rob	b3160	yhbW	+	Weak
b1323	TyrR	tyrR	b2601	aroF	-	Confirmed
b1323	TyrR	tyrR	b0754	aroG	-	Confirmed
b1323	TyrR	tyrR	b0388	aroL	-	Confirmed
b1323	TyrR	tyrR	b0390	aroM	-	Confirmed
b1323	TyrR	tyrR	b0112	aroP	-	Confirmed
b1323	TyrR	tyrR	b0048	folA	+	Confirmed
b1323	TyrR	tyrR	b3161	mtr	+	Confirmed
b1323	TyrR	tyrR	b2600	tyrA	-	Confirmed
b1323	TyrR	tyrR	b4054	tyrB	-	Confirmed
b1323	TyrR	tyrR	b1907	tyrP	+	Confirmed
b1323	TyrR	tyrR	b1907	tyrP	-	Confirmed
b1323	TyrR	tyrR	b1323	tyrR	-	Weak
b1323	TyrR	tyrR	b0389	yaiA	-	Confirmed
b2916	ArgP	argP	b3433	asd	+	Strong
b2916	ArgP	argP	b0031	dapB	+	Confirmed
b2916	ArgP	argP	b0166	dapD	+	Strong
b2916	ArgP	argP	b3702	dnaA	+	Strong
b2916	ArgP	argP	b3701	dnaN	+	Strong
b2916	ArgP	argP	b1761	gdhA	+	Confirmed
b2916	ArgP	argP	b2916	argP	-	Weak
b2916	ArgP	argP	b2838	lysA	+	Strong
b2916	ArgP	argP	b4024	lysC	+	Strong
b2916	ArgP	argP	b2234	nrdA	+	Strong
b2916	ArgP	argP	b2235	nrdB	+	Strong
b2916	ArgP	argP	b3700	recF	+	Strong
b2916	ArgP	argP	b2923	argO	+	Confirmed
b2916	ArgP	argP	b2156	lysP	+	Confirmed
b2916	ArgP	argP	b2236	yfaE	+	Strong
b3912	CpxR	cpxR	b2470	acrD	+	Strong
b3912	CpxR	cpxR	b3912	cpxR	+	Strong
b3912	CpxR	cpxR	b0754	aroG	+	Strong
b3912	CpxR	cpxR	b1888	cheA	-	Strong
b3912	CpxR	cpxR	b1887	cheW	-	Strong
b3912	CpxR	cpxR	b3911	cpxA	+	Strong
b3912	CpxR	cpxR	b0179	lpxD	+	Weak
b3912	CpxR	cpxR	b0460	hha	+	Strong
b3912	CpxR	cpxR	b0178	skp	+	Weak
b3912	CpxR	cpxR	b0161	degP	+	Confirmed
b3912	CpxR	cpxR	b0181	lpxA	+	Weak
b3912	CpxR	cpxR	b1890	motA	-	Strong
b3912	CpxR	cpxR	b1889	motB	-	Strong
b3912	CpxR	cpxR	b2215	ompC	+	Strong
b3912	CpxR	cpxR	b0929	ompF	-	Strong
b3912	CpxR	cpxR	b3363	ppiA	+	Confirmed
b3912	CpxR	cpxR	b4160	psd	-	Weak
b3912	CpxR	cpxR	b3461	rpoH	+	Weak
b3912	CpxR	cpxR	b0377	sbmA	+	Weak
b3912	CpxR	cpxR	b4392	slt	+	Strong
b3912	CpxR	cpxR	b2617	bamE	-	Weak
b3912	CpxR	cpxR	b4355	tsr	-	Strong
b3912	CpxR	cpxR	b2580	ung	-	Strong
b3912	CpxR	cpxR	b2893	dsbC	+	Weak
b3912	CpxR	cpxR	b0970	yccA	+	Confirmed
b3912	CpxR	cpxR	b0925	ldtD	+	Strong
b3912	CpxR	cpxR	b0180	fabZ	+	Weak
b3912	CpxR	cpxR	b3860	dsbA	+	Strong
b3912	CpxR	cpxR	b1531	marA	+	Strong
b3912	CpxR	cpxR	b1530	marR	+	Strong
b3912	CpxR	cpxR	b1042	csgA	-	Strong
b3912	CpxR	cpxR	b1532	marB	+	Strong
b3912	CpxR	cpxR	b2078	baeS	+	Strong
b3912	CpxR	cpxR	b2079	baeR	+	Strong
b3912	CpxR	cpxR	b1535	dgcZ	+	Strong
b3912	CpxR	cpxR	b3057	bacA	+	Weak
b3912	CpxR	cpxR	b3688	yidQ	+	Weak
b3912	CpxR	cpxR	b1846	yebE	+	Strong
b3912	CpxR	cpxR	b3859	srkA	+	Strong
b3912	CpxR	cpxR	b2573	rpoE	-	Strong
b3912	CpxR	cpxR	b2077	mdtD	+	Strong
b3912	CpxR	cpxR	b2572	rseA	-	Strong
b3912	CpxR	cpxR	b0461	tomB	+	Strong
b3912	CpxR	cpxR	b4431	rprA	+	Strong
b3912	CpxR	cpxR	b4438	cyaR	-	Strong
b3912	CpxR	cpxR	b0378	yaiW	+	Weak
b3912	CpxR	cpxR	b0441	ppiD	+	Strong
b3912	CpxR	cpxR	b1016	efeU	-	Strong
b3912	CpxR	cpxR	b1037	csgG	-	Strong
b3912	CpxR	cpxR	b1038	csgF	-	Strong
b3912	CpxR	cpxR	b1039	csgE	-	Strong
b3912	CpxR	cpxR	b1040	csgD	-	Strong
b3912	CpxR	cpxR	b1041	csgB	-	Strong
b3912	CpxR	cpxR	b1043	csgC	-	Strong
b3912	CpxR	cpxR	b1113	ldtC	+	Strong
b3912	CpxR	cpxR	b1743	spy	+	Strong
b3912	CpxR	cpxR	b1902	ftnB	+	Strong
b3912	CpxR	cpxR	b2074	mdtA	+	Strong
b3912	CpxR	cpxR	b2075	mdtB	+	Strong
b3912	CpxR	cpxR	b2076	mdtC	+	Strong
b3912	CpxR	cpxR	b2570	rseC	-	Strong
b3912	CpxR	cpxR	b2571	rseB	-	Strong
b3912	CpxR	cpxR	b2665	kbp	+	Strong
b3912	CpxR	cpxR	b2666	yqaE	+	Strong
b3912	CpxR	cpxR	b3095	yqjA	+	Strong
b3912	CpxR	cpxR	b3096	mzrA	+	Strong
b3912	CpxR	cpxR	b3913	cpxP	+	Confirmed
b3912	CpxR	cpxR	b4159	mscM	-	Weak
b3912	CpxR	cpxR	b4188	yjfN	+	Weak
b3912	CpxR	cpxR	b4716	cpxQ	+	Confirmed
b3912	CpxR	cpxR	b4725	rseD	-	Strong
b3912	CpxR	cpxR	b4828	motR	-	Strong
b0761	ModE	modE	b0764	modB	-	Confirmed
b0761	ModE	modE	b0765	modC	-	Confirmed
b0761	ModE	modE	b4382	deoA	-	Strong
b0761	ModE	modE	b4383	deoB	-	Strong
b0761	ModE	modE	b4381	deoC	-	Strong
b0761	ModE	modE	b4384	deoD	-	Strong
b0761	ModE	modE	b0894	dmsA	-	Confirmed
b0761	ModE	modE	b0895	dmsB	-	Confirmed
b0761	ModE	modE	b0896	dmsC	-	Confirmed
b0761	ModE	modE	b2725	hycA	+	Strong
b0761	ModE	modE	b2724	hycB	+	Strong
b0761	ModE	modE	b2723	hycC	+	Strong
b0761	ModE	modE	b2722	hycD	+	Strong
b0761	ModE	modE	b2721	hycE	+	Strong
b0761	ModE	modE	b2720	hycF	+	Strong
b0761	ModE	modE	b2719	hycG	+	Strong
b0761	ModE	modE	b2718	hycH	+	Strong
b0761	ModE	modE	b1221	narL	+	Strong
b0761	ModE	modE	b1222	narX	+	Strong
b0761	ModE	modE	b1243	oppA	-	Weak
b0761	ModE	modE	b1244	oppB	-	Weak
b0761	ModE	modE	b1245	oppC	-	Weak
b0761	ModE	modE	b1246	oppD	-	Weak
b0761	ModE	modE	b1247	oppF	-	Weak
b0761	ModE	modE	b0781	moaA	+	Strong
b0761	ModE	modE	b0782	moaB	+	Strong
b0761	ModE	modE	b0784	moaD	+	Strong
b0761	ModE	modE	b0785	moaE	+	Strong
b0761	ModE	modE	b0783	moaC	+	Strong
b0761	ModE	modE	b2194	ccmH	+	Confirmed
b0761	ModE	modE	b2195	ccmG	+	Confirmed
b0761	ModE	modE	b2196	ccmF	+	Confirmed
b0761	ModE	modE	b2197	ccmE	+	Confirmed
b0761	ModE	modE	b2199	ccmC	+	Confirmed
b0761	ModE	modE	b2200	ccmB	+	Confirmed
b0761	ModE	modE	b2201	ccmA	+	Confirmed
b0761	ModE	modE	b2202	napC	+	Confirmed
b0761	ModE	modE	b2203	napB	+	Confirmed
b0761	ModE	modE	b2204	napH	+	Confirmed
b0761	ModE	modE	b2205	napG	+	Confirmed
b0761	ModE	modE	b2206	napA	+	Confirmed
b0761	ModE	modE	b2208	napF	+	Confirmed
b0761	ModE	modE	b2207	napD	+	Confirmed
b0761	ModE	modE	b2198	ccmD	+	Confirmed
b0761	ModE	modE	b0763	modA	-	Confirmed
b0761	ModE	modE	b2717	hycI	+	Strong
b1334	FNR	fnr	b4123	dcuB	+	Weak
b1334	FNR	fnr	b0886	cydC	+	Weak
b1334	FNR	fnr	b3126	garL	+	Weak
b1334	FNR	fnr	b0114	aceE	+	Strong
b1334	FNR	fnr	b0114	aceE	-	Strong
b1334	FNR	fnr	b0115	aceF	+	Strong
b1334	FNR	fnr	b0115	aceF	-	Strong
b1334	FNR	fnr	b2296	ackA	+	Weak
b1334	FNR	fnr	b1241	adhE	+	Strong
b1334	FNR	fnr	b1415	aldA	-	Weak
b1334	FNR	fnr	b2957	ansB	+	Strong
b1334	FNR	fnr	b4401	arcA	+	Strong
b1334	FNR	fnr	b4401	arcA	-	Strong
b1334	FNR	fnr	b0112	aroP	+	Strong
b1334	FNR	fnr	b4139	aspA	+	Strong
b1334	FNR	fnr	b0928	aspC	+	Weak
b1334	FNR	fnr	b0928	aspC	-	Weak
b1334	FNR	fnr	b4133	cadC	+	Weak
b1334	FNR	fnr	b1883	cheB	+	Weak
b1334	FNR	fnr	b1884	cheR	+	Weak
b1334	FNR	fnr	b1882	cheY	+	Weak
b1334	FNR	fnr	b1881	cheZ	+	Weak
b1334	FNR	fnr	b0827	moeA	-	Strong
b1334	FNR	fnr	b0826	moeB	-	Strong
b1334	FNR	fnr	b0733	cydA	+	Confirmed
b1334	FNR	fnr	b0733	cydA	-	Confirmed
b1334	FNR	fnr	b0734	cydB	+	Confirmed
b1334	FNR	fnr	b0734	cydB	-	Confirmed
b1334	FNR	fnr	b0432	cyoA	-	Weak
b1334	FNR	fnr	b0431	cyoB	-	Weak
b1334	FNR	fnr	b0430	cyoC	-	Weak
b1334	FNR	fnr	b0429	cyoD	-	Weak
b1334	FNR	fnr	b0428	cyoE	-	Weak
b1334	FNR	fnr	b3368	cysG	+	Confirmed
b1334	FNR	fnr	b0894	dmsA	+	Confirmed
b1334	FNR	fnr	b0895	dmsB	+	Confirmed
b1334	FNR	fnr	b0896	dmsC	+	Confirmed
b1334	FNR	fnr	b3544	dppA	-	Weak
b1334	FNR	fnr	b0586	entF	+	Strong
b1334	FNR	fnr	b3265	acrE	+	Weak
b1334	FNR	fnr	b3266	acrF	+	Weak
b1334	FNR	fnr	b4079	fdhF	+	Weak
b1334	FNR	fnr	b0587	fepE	+	Strong
b1334	FNR	fnr	b0585	fes	+	Strong
b1334	FNR	fnr	b2731	fhlA	+	Strong
b1334	FNR	fnr	b1334	fnr	+	Strong
b1334	FNR	fnr	b1334	fnr	-	Confirmed
b1334	FNR	fnr	b4154	frdA	+	Strong
b1334	FNR	fnr	b4153	frdB	+	Strong
b1334	FNR	fnr	b4152	frdC	+	Strong
b1334	FNR	fnr	b4151	frdD	+	Strong
b1334	FNR	fnr	b1612	fumA	-	Weak
b1334	FNR	fnr	b4122	fumB	+	Weak
b1334	FNR	fnr	b1611	fumC	-	Weak
b1334	FNR	fnr	b2904	gcvH	+	Weak
b1334	FNR	fnr	b1761	gdhA	+	Weak
b1334	FNR	fnr	b2241	glpA	+	Weak
b1334	FNR	fnr	b2242	glpB	+	Weak
b1334	FNR	fnr	b2243	glpC	+	Weak
b1334	FNR	fnr	b2239	glpQ	+	Weak
b1334	FNR	fnr	b2240	glpT	+	Weak
b1334	FNR	fnr	b3212	gltB	-	Strong
b1334	FNR	fnr	b3213	gltD	-	Strong
b1334	FNR	fnr	b2029	gnd	-	Weak
b1334	FNR	fnr	b1210	hemA	-	Strong
b1334	FNR	fnr	b2552	hmp	-	Confirmed
b1334	FNR	fnr	b2727	hypB	+	Strong
b1334	FNR	fnr	b2728	hypC	+	Strong
b1334	FNR	fnr	b2729	hypD	+	Strong
b1334	FNR	fnr	b2730	hypE	+	Strong
b1334	FNR	fnr	b3942	katG	+	Strong
b1334	FNR	fnr	b0116	lpd	+	Strong
b1334	FNR	fnr	b0116	lpd	-	Strong
b1334	FNR	fnr	b3417	malP	+	Weak
b1334	FNR	fnr	b3416	malQ	+	Weak
b1334	FNR	fnr	b1224	narG	+	Confirmed
b1334	FNR	fnr	b1225	narH	+	Confirmed
b1334	FNR	fnr	b1227	narI	+	Confirmed
b1334	FNR	fnr	b1226	narJ	+	Confirmed
b1334	FNR	fnr	b1223	narK	+	Confirmed
b1334	FNR	fnr	b1221	narL	-	Strong
b1334	FNR	fnr	b1222	narX	-	Strong
b1334	FNR	fnr	b1109	ndh	-	Confirmed
b1334	FNR	fnr	b3365	nirB	+	Confirmed
b1334	FNR	fnr	b3367	nirC	+	Confirmed
b1334	FNR	fnr	b3366	nirD	+	Confirmed
b1334	FNR	fnr	b0903	pflB	+	Confirmed
b1334	FNR	fnr	b3728	pstS	+	Weak
b1334	FNR	fnr	b3724	phoU	+	Weak
