1)regulatorId	2)regulatorName	3)RegulatorGeneName	4)regulatedId	5)regulatedName	6)function	7)confidenceLevel
b2193	NarP	narP	b3366	nirD	+	Confirmed
b2193	NarP	narP	b0871	poxB	+	Weak
b2193	NarP	narP	b1474	fdnG	-	Strong
b2193	NarP	narP	b1475	fdnH	-	Strong
b2193	NarP	narP	b1476	fdnI	-	Strong
b2193	NarP	narP	b4070	nrfA	+	Confirmed
b2193	NarP	narP	b4071	nrfB	+	Confirmed
b2193	NarP	narP	b4072	nrfC	+	Confirmed
b2193	NarP	narP	b4073	nrfD	+	Confirmed
b2193	NarP	narP	b4074	nrfE	+	Confirmed
b2193	NarP	narP	b4075	nrfF	+	Confirmed
b2193	NarP	narP	b4076	nrfG	+	Confirmed
b2193	NarP	narP	b2194	ccmH	+	Strong
b2193	NarP	narP	b2194	ccmH	-	Strong
b2193	NarP	narP	b2195	ccmG	+	Strong
b2193	NarP	narP	b2195	ccmG	-	Strong
b2193	NarP	narP	b2196	ccmF	+	Strong
b2193	NarP	narP	b2196	ccmF	-	Strong
b2193	NarP	narP	b2197	ccmE	+	Strong
b2193	NarP	narP	b2197	ccmE	-	Strong
b2193	NarP	narP	b2199	ccmC	+	Strong
b2193	NarP	narP	b2199	ccmC	-	Strong
b2193	NarP	narP	b2200	ccmB	+	Strong
b2193	NarP	narP	b2200	ccmB	-	Strong
b2193	NarP	narP	b2201	ccmA	+	Strong
b2193	NarP	narP	b2201	ccmA	-	Strong
b2193	NarP	narP	b2202	napC	+	Strong
b2193	NarP	narP	b2202	napC	-	Strong
b2193	NarP	narP	b2203	napB	+	Strong
b2193	NarP	narP	b2203	napB	-	Strong
b2193	NarP	narP	b2204	napH	+	Strong
b2193	NarP	narP	b2204	napH	-	Strong
b2193	NarP	narP	b2205	napG	+	Strong
b2193	NarP	narP	b2205	napG	-	Strong
b2193	NarP	narP	b2206	napA	+	Strong
b2193	NarP	narP	b2206	napA	-	Strong
b2193	NarP	narP	b2208	napF	+	Strong
b2193	NarP	narP	b2208	napF	-	Strong
b2193	NarP	narP	b2207	napD	+	Strong
b2193	NarP	narP	b2207	napD	-	Strong
b2193	NarP	narP	b2198	ccmD	+	Strong
b2193	NarP	narP	b2198	ccmD	-	Strong
b2193	NarP	narP	b2711	norW	-	Weak
b2193	NarP	narP	b0872	hcr	+	Weak
b2193	NarP	narP	b0873	hcp	+	Weak
b2193	NarP	narP	b1501	ydeP	-	Strong
b2193	NarP	narP	b1669	ydhT	-	Confirmed
b2193	NarP	narP	b1670	ydhU	-	Confirmed
b2193	NarP	narP	b1671	ydhX	-	Confirmed
b2193	NarP	narP	b1672	ydhW	-	Confirmed
b2193	NarP	narP	b1673	ydhV	-	Confirmed
b2193	NarP	narP	b1674	ydhY	-	Confirmed
b2193	NarP	narP	b1796	yoaG	+	Weak
b2193	NarP	narP	b1797	yeaR	+	Weak
b2193	NarP	narP	b2710	norV	-	Weak
b2193	NarP	narP	b4209	ytfE	+	Weak
b1399	PaaX	paaX	b1387	paaZ	-	Confirmed
b1399	PaaX	paaX	b1388	paaA	-	Confirmed
b1399	PaaX	paaX	b1389	paaB	-	Confirmed
b1399	PaaX	paaX	b1390	paaC	-	Confirmed
b1399	PaaX	paaX	b1391	paaD	-	Confirmed
b1399	PaaX	paaX	b1392	paaE	-	Confirmed
b1399	PaaX	paaX	b1393	paaF	-	Confirmed
b1399	PaaX	paaX	b1394	paaG	-	Confirmed
b1399	PaaX	paaX	b1395	paaH	-	Confirmed
b1399	PaaX	paaX	b1396	paaI	-	Confirmed
b1399	PaaX	paaX	b1397	paaJ	-	Confirmed
b1399	PaaX	paaX	b1398	paaK	-	Confirmed
b1399	PaaX	paaX	b1399	paaX	-	Strong
b1399	PaaX	paaX	b1400	paaY	-	Strong
b2369	EvgA	evgA	b2470	acrD	+	Weak
b2369	EvgA	evgA	b3512	gadE	+	Strong
b2369	EvgA	evgA	b2369	evgA	+	Strong
b2369	EvgA	evgA	b2370	evgS	+	Strong
b2369	EvgA	evgA	b3513	mdtE	+	Strong
b2369	EvgA	evgA	b3514	mdtF	+	Strong
b2369	EvgA	evgA	b2367	emrY	+	Strong
b2369	EvgA	evgA	b1499	ydeO	+	Strong
b2369	EvgA	evgA	b1500	safA	+	Strong
b2369	EvgA	evgA	b1501	ydeP	+	Strong
b2369	EvgA	evgA	b2083	yegZ	+	Strong
b2369	EvgA	evgA	b2085	yegR	+	Strong
b2369	EvgA	evgA	b2368	emrK	+	Strong
b2369	EvgA	evgA	b2371	yfdE	+	Strong
b2369	EvgA	evgA	b2372	yfdV	+	Strong
b2369	EvgA	evgA	b2373	oxc	+	Strong
b2369	EvgA	evgA	b2374	frc	+	Strong
b2369	EvgA	evgA	b2375	yfdX	+	Strong
b2369	EvgA	evgA	b4718	gadF	+	Strong
b2684	MprA	mprA	b2684	mprA	-	Strong
b2684	MprA	mprA	b0553	nmpC	-	Weak
b2684	MprA	mprA	b2685	emrA	-	Strong
b2684	MprA	mprA	b2686	emrB	-	Strong
b2684	MprA	mprA	b0463	acrA	-	Weak
b2684	MprA	mprA	b0462	acrB	-	Weak
b3237	ArgR	argR	b2307	hisM	-	Confirmed
b3237	ArgR	argR	b2818	argA	-	Confirmed
b3237	ArgR	argR	b3959	argB	-	Confirmed
b3237	ArgR	argR	b3958	argC	-	Confirmed
b3237	ArgR	argR	b3359	argD	-	Confirmed
b3237	ArgR	argR	b0273	argF	-	Confirmed
b3237	ArgR	argR	b3172	argG	-	Strong
b3237	ArgR	argR	b4254	argI	-	Confirmed
b3237	ArgR	argR	b3237	argR	-	Confirmed
b3237	ArgR	argR	b3390	aroK	-	Strong
b3237	ArgR	argR	b0112	aroP	+	Strong
b3237	ArgR	argR	b0032	carA	-	Confirmed
b3237	ArgR	argR	b0033	carB	-	Confirmed
b3237	ArgR	argR	b2313	cvpA	-	Strong
b3237	ArgR	argR	b0839	dacC	-	Strong
b3237	ArgR	argR	b0095	ftsZ	-	Strong
b3237	ArgR	argR	b3212	gltB	-	Strong
b3237	ArgR	argR	b3213	gltD	-	Strong
b3237	ArgR	argR	b4077	gltP	+	Strong
b3237	ArgR	argR	b2306	hisP	-	Confirmed
b3237	ArgR	argR	b3168	infB	-	Strong
b3237	ArgR	argR	b3633	waaA	-	Strong
b3237	ArgR	argR	b0889	lrp	-	Strong
b3237	ArgR	argR	b3169	nusA	-	Strong
b3237	ArgR	argR	b1723	pfkB	-	Strong
b3237	ArgR	argR	b3164	pnp	-	Strong
b3237	ArgR	argR	b3165	rpsO	-	Strong
b3237	ArgR	argR	b2471	yffB	+	Strong
b3237	ArgR	argR	b3166	truB	-	Strong
b3237	ArgR	argR	b3167	rbfA	-	Strong
b3237	ArgR	argR	b3170	rimP	-	Strong
b3237	ArgR	argR	b3960	argH	-	Confirmed
b3237	ArgR	argR	b0923	mukE	-	Strong
b3237	ArgR	argR	b2018	hisL	-	Strong
b3237	ArgR	argR	b4246	pyrL	-	Strong
b3237	ArgR	argR	b3957	argE	-	Confirmed
b3237	ArgR	argR	b0812	dps	-	Strong
b3237	ArgR	argR	b3214	gltF	-	Strong
b3237	ArgR	argR	b2669	stpA	-	Strong
b3237	ArgR	argR	b0045	yaaU	+	Strong
b3237	ArgR	argR	b0864	artP	-	Confirmed
b3237	ArgR	argR	b0863	artI	-	Confirmed
b3237	ArgR	argR	b0862	artQ	-	Confirmed
b3237	ArgR	argR	b0861	artM	-	Confirmed
b3237	ArgR	argR	b0860	artJ	-	Confirmed
b3237	ArgR	argR	b0854	potF	-	Strong
b3237	ArgR	argR	b1301	puuB	+	Strong
b3237	ArgR	argR	b2309	hisJ	-	Confirmed
b3237	ArgR	argR	b2308	hisQ	-	Confirmed
b3237	ArgR	argR	b3171	metY	-	Strong
b3237	ArgR	argR	b4426	mcaS	-	Strong
b3237	ArgR	argR	b0300	ykgA	+	Strong
b3237	ArgR	argR	b0874	lysO	-	Confirmed
b3237	ArgR	argR	b1605	ydgI	-	Strong
b3237	ArgR	argR	b1744	astE	+	Confirmed
b3237	ArgR	argR	b1745	astB	+	Confirmed
b3237	ArgR	argR	b1746	astD	+	Confirmed
b3237	ArgR	argR	b1747	astA	+	Confirmed
b3237	ArgR	argR	b1748	astC	+	Confirmed
b3237	ArgR	argR	b1967	hchA	-	Strong
b3237	ArgR	argR	b2298	yfcC	-	Strong
b3237	ArgR	argR	b2462	eutS	+	Strong
b3237	ArgR	argR	b3151	yraQ	+	Strong
b3237	ArgR	argR	b3211	yhcC	-	Confirmed
b0566	EnvY	envY	b2215	ompC	+	Weak
b0566	EnvY	envY	b0929	ompF	+	Weak
b1187	FadR	fadR	b2316	accD	+	Strong
b1187	FadR	fadR	b0954	fabA	+	Strong
b1187	FadR	fadR	b2323	fabB	+	Strong
b1187	FadR	fadR	b3255	accB	+	Strong
b1187	FadR	fadR	b3256	accC	+	Strong
b1187	FadR	fadR	b1091	fabH	+	Confirmed
b1187	FadR	fadR	b3845	fadA	-	Weak
b1187	FadR	fadR	b3846	fadB	-	Weak
b1187	FadR	fadR	b2344	fadL	-	Confirmed
b1187	FadR	fadR	b1187	fadR	+	Weak
b1187	FadR	fadR	b4018	iclR	+	Confirmed
b1187	FadR	fadR	b1092	fabD	+	Confirmed
b1187	FadR	fadR	b1093	fabG	+	Confirmed
b1187	FadR	fadR	b3495	uspA	-	Confirmed
b1187	FadR	fadR	b1288	fabI	+	Strong
b1187	FadR	fadR	b1805	fadD	-	Strong
b1187	FadR	fadR	b0185	accA	+	Strong
b1187	FadR	fadR		sroD	-	Strong
b1187	FadR	fadR	b3081	fadH	-	Strong
b1187	FadR	fadR	b0221	fadE	-	Confirmed
b1187	FadR	fadR	b0443	fadM	-	Weak
b1187	FadR	fadR	b2341	fadJ	-	Confirmed
b1187	FadR	fadR	b2342	fadI	-	Confirmed
b1916	SdiA	sdiA	b0094	ftsA	-	Strong
b1916	SdiA	sdiA	b0093	ftsQ	+	Strong
b1916	SdiA	sdiA	b0093	ftsQ	-	Strong
b1916	SdiA	sdiA	b0095	ftsZ	-	Strong
b1916	SdiA	sdiA	b3995	rsd	+	Strong
b1916	SdiA	sdiA	b3515	gadW	+	Weak
b1916	SdiA	sdiA	b0953	rmf	+	Strong
b1916	SdiA	sdiA	b4452	gadY	+	Weak
b1916	SdiA	sdiA	b1707	rflP	+	Strong
b4018	IclR	iclR	b4015	aceA	-	Confirmed
b4018	IclR	iclR	b4014	aceB	-	Confirmed
b4018	IclR	iclR	b4016	aceK	-	Confirmed
b4018	IclR	iclR	b4018	iclR	-	Confirmed
b3702	DnaA	dnaA	b1415	aldA	-	Strong
b3702	DnaA	dnaA	b3702	dnaA	+	Confirmed
b3702	DnaA	dnaA	b3702	dnaA	-	Confirmed
b3702	DnaA	dnaA	b3701	dnaN	+	Confirmed
b3702	DnaA	dnaA	b3701	dnaN	-	Confirmed
b3702	DnaA	dnaA	b2507	guaA	-	Strong
b3702	DnaA	dnaA	b2508	guaB	-	Strong
b3702	DnaA	dnaA	b2234	nrdA	+	Confirmed
b3702	DnaA	dnaA	b2234	nrdA	-	Weak
b3702	DnaA	dnaA	b2235	nrdB	+	Confirmed
b3702	DnaA	dnaA	b2235	nrdB	-	Weak
b3702	DnaA	dnaA	b3863	polA	+	Strong
b3702	DnaA	dnaA	b3700	recF	+	Confirmed
b3702	DnaA	dnaA	b3700	recF	-	Confirmed
b3702	DnaA	dnaA	b2616	recN	-	Weak
b3702	DnaA	dnaA	b3461	rpoH	-	Weak
b3702	DnaA	dnaA	b0779	uvrB	-	Confirmed
b3702	DnaA	dnaA	b2236	yfaE	+	Confirmed
b3702	DnaA	dnaA	b2236	yfaE	-	Weak
b3702	DnaA	dnaA	b4670	yjeV	-	Strong
b0676	NagC	nagC	b1738	chbB	-	Confirmed
b0676	NagC	nagC	b1737	chbC	-	Confirmed
b0676	NagC	nagC	b1736	chbA	-	Confirmed
b0676	NagC	nagC	b1735	chbR	-	Confirmed
b0676	NagC	nagC	b1734	chbF	-	Confirmed
b0676	NagC	nagC	b4400	creD	-	Weak
b0676	NagC	nagC	b2417	crr	-	Weak
b0676	NagC	nagC	b4312	fimB	+	Confirmed
b0676	NagC	nagC	b3729	glmS	+	Confirmed
b0676	NagC	nagC	b3729	glmS	-	Confirmed
b0676	NagC	nagC	b1817	manX	-	Strong
b0676	NagC	nagC	b1818	manY	-	Strong
b0676	NagC	nagC	b1819	manZ	-	Strong
b0676	NagC	nagC	b0677	nagA	-	Confirmed
b0676	NagC	nagC	b0678	nagB	-	Confirmed
b0676	NagC	nagC	b0675	umpH	-	Confirmed
b0676	NagC	nagC	b0679	nagE	-	Confirmed
b0676	NagC	nagC	b0676	nagC	-	Confirmed
b0676	NagC	nagC	b4399	creC	-	Weak
b0676	NagC	nagC	b2415	ptsH	-	Weak
b0676	NagC	nagC	b2416	ptsI	-	Weak
b0676	NagC	nagC	b3730	glmU	+	Confirmed
b0676	NagC	nagC	b3730	glmU	-	Confirmed
b0676	NagC	nagC	b4397	creA	-	Weak
b0676	NagC	nagC	b4398	creB	-	Weak
b0676	NagC	nagC	b3408	feoA	?	Weak
b0676	NagC	nagC	b3409	feoB	?	Weak
b0676	NagC	nagC	b2943	galP	-	Confirmed
b0676	NagC	nagC	b1733	chbG	-	Confirmed
b0676	NagC	nagC	b3410	feoC	?	Weak
b0676	NagC	nagC	b0681	chiP	-	Confirmed
b0676	NagC	nagC	b0682	chiQ	-	Confirmed
b0676	NagC	nagC	b1061	dinI	-	Weak
b0676	NagC	nagC	b1497	ydeM	-	Weak
b0676	NagC	nagC	b1498	ydeN	-	Weak
b0676	NagC	nagC	b1501	ydeP	-	Weak
b0676	NagC	nagC	b2457	eutM	?	Weak
b0676	NagC	nagC	b2458	eutD	?	Weak
b0676	NagC	nagC	b2459	eutT	?	Weak
b0676	NagC	nagC	b2460	eutQ	?	Weak
b0676	NagC	nagC	b2461	eutP	?	Weak
b0676	NagC	nagC	b2462	eutS	?	Weak
b0676	NagC	nagC	b4309	nanS	-	Confirmed
b0676	NagC	nagC	b4310	nanM	-	Confirmed
b0676	NagC	nagC	b4311	nanC	-	Confirmed
b0676	NagC	nagC	b4808	chiZ	-	Confirmed
b2709	NorR	norR	b2709	norR	-	Confirmed
b2709	NorR	norR	b2711	norW	+	Confirmed
b2709	NorR	norR	b2710	norV	+	Confirmed
b0571	CusR	cusR	b0432	cyoA	+	Weak
b0571	CusR	cusR	b0431	cyoB	+	Weak
b0571	CusR	cusR	b0430	cyoC	+	Weak
b0571	CusR	cusR	b0429	cyoD	+	Weak
b0571	CusR	cusR	b0428	cyoE	+	Weak
b0571	CusR	cusR	b0575	cusA	+	Confirmed
b0571	CusR	cusR	b0570	cusS	+	Confirmed
b0571	CusR	cusR	b0571	cusR	+	Confirmed
b0571	CusR	cusR	b0572	cusC	+	Confirmed
b0571	CusR	cusR	b0573	cusF	+	Confirmed
b0571	CusR	cusR	b0574	cusB	+	Confirmed
b0571	CusR	cusR	b1970	hiuH	+	Confirmed
b0730	MngR	mngR	b0730	mngR	-	Confirmed
b0730	MngR	mngR	b0731	mngA	-	Confirmed
b0730	MngR	mngR	b0732	mngB	-	Confirmed
b0162	CdaR	cdaR	b3126	garL	+	Weak
b0162	CdaR	cdaR	b3124	garK	+	Weak
b0162	CdaR	cdaR	b3125	garR	+	Weak
b0162	CdaR	cdaR	b0162	cdaR	+	Weak
b0162	CdaR	cdaR	b3128	garD	+	Weak
b0162	CdaR	cdaR	b3127	garP	+	Weak
b0162	CdaR	cdaR	b3123	rnpB	+	Weak
b0162	CdaR	cdaR	b2787	gudD	+	Weak
b0162	CdaR	cdaR	b2788	gudX	+	Weak
b0162	CdaR	cdaR	b2789	gudP	+	Weak
b4089	AlsR	alsR	b4090	rpiB	-	Weak
b4089	AlsR	alsR	b4085	alsE	-	Weak
b4089	AlsR	alsR	b4086	alsC	-	Weak
b4089	AlsR	alsR	b4087	alsA	-	Weak
b4089	AlsR	alsR	b4088	alsB	-	Weak
b4089	AlsR	alsR	b4089	alsR	-	Weak
b4046	Zur	zur	b1859	znuB	-	Strong
b4046	Zur	zur	b0296	ykgM	-	Strong
b4046	Zur	zur	b1178	pliG	-	Strong
b4046	Zur	zur	b1857	znuA	-	Strong
b4046	Zur	zur	b1858	znuC	-	Strong
b4046	Zur	zur	b1973	zinT	-	Weak
b4046	Zur	zur	b4506	ykgO	-	Strong
b1014	PutA	putA	b1014	putA	-	Confirmed
b1014	PutA	putA	b1015	putP	-	Confirmed
b1735	ChbR	chbR	b1738	chbB	+	Strong
b1735	ChbR	chbR	b1738	chbB	-	Strong
b1735	ChbR	chbR	b1737	chbC	+	Strong
b1735	ChbR	chbR	b1737	chbC	-	Strong
b1735	ChbR	chbR	b1736	chbA	+	Strong
b1735	ChbR	chbR	b1736	chbA	-	Strong
b1735	ChbR	chbR	b1735	chbR	+	Strong
b1735	ChbR	chbR	b1735	chbR	-	Strong
b1735	ChbR	chbR	b1734	chbF	+	Strong
b1735	ChbR	chbR	b1734	chbF	-	Strong
b1735	ChbR	chbR	b1733	chbG	+	Strong
b1735	ChbR	chbR	b1733	chbG	-	Strong
b2664	GlaR	glaR	b0469	apt	-	Strong
b2664	GlaR	glaR	b3389	aroB	-	Strong
b2664	GlaR	glaR	b0112	aroP	-	Strong
b2664	GlaR	glaR	b4133	cadC	+	Strong
b2664	GlaR	glaR	b2751	cysN	+	Strong
b2664	GlaR	glaR	b0526	cysS	-	Strong
b2664	GlaR	glaR	b1102	fhuE	-	Strong
b2664	GlaR	glaR	b2662	gabT	-	Confirmed
b2664	GlaR	glaR	b1761	gdhA	-	Strong
b2664	GlaR	glaR	b4004	zraR	-	Strong
b2664	GlaR	glaR	b1215	kdsA	+	Strong
b2664	GlaR	glaR	b2149	mglA	-	Strong
b2664	GlaR	glaR	b0635	mrdA	-	Strong
b2664	GlaR	glaR	b0088	murD	+	Strong
b2664	GlaR	glaR	b3661	nlpA	-	Strong
b2664	GlaR	glaR	b0052	pdxA	-	Strong
b2664	GlaR	glaR	b0525	ppiB	+	Strong
b2664	GlaR	glaR	b0467	priC	+	Strong
b2664	GlaR	glaR	b0497	rhsD	-	Strong
b2664	GlaR	glaR	b4200	rpsF	+	Strong
b2664	GlaR	glaR	b1886	tar	-	Strong
b2664	GlaR	glaR	b0113	pdhR	+	Strong
b2664	GlaR	glaR	b3061	ttdA	-	Strong
b2664	GlaR	glaR	b3698	yidB	+	Strong
b2664	GlaR	glaR	b2661	gabD	-	Confirmed
b2664	GlaR	glaR	b2663	gabP	-	Confirmed
b2664	GlaR	glaR	b2502	ppx	-	Strong
b2664	GlaR	glaR	b2237	inaA	-	Strong
b2664	GlaR	glaR	b3818	yigG	+	Strong
b2664	GlaR	glaR	b3214	gltF	+	Strong
b2664	GlaR	glaR	b3284	smg	+	Strong
b2664	GlaR	glaR	b2078	baeS	-	Strong
b2664	GlaR	glaR	b1020	phoH	-	Strong
b2664	GlaR	glaR	b1216	chaA	-	Strong
b2664	GlaR	glaR	b2808	gcvA	-	Strong
b2664	GlaR	glaR	b4090	rpiB	+	Strong
b2664	GlaR	glaR	b3858	yihD	+	Strong
b2664	GlaR	glaR	b3873	yihM	-	Strong
b2664	GlaR	glaR	b3909	kdgT	-	Strong
b2664	GlaR	glaR	b1429	tehA	-	Strong
b2664	GlaR	glaR	b3507	dctR	+	Strong
b2664	GlaR	glaR	b0139	htrE	+	Strong
b2664	GlaR	glaR	b2111	yehD	+	Strong
b2664	GlaR	glaR	b2112	yehE	-	Strong
b2664	GlaR	glaR	b2124	yehS	+	Strong
b2664	GlaR	glaR	b1235	rssB	-	Strong
b2664	GlaR	glaR	b4268	idnK	-	Strong
b2664	GlaR	glaR	b1103	hinT	+	Strong
b2664	GlaR	glaR	b3515	gadW	-	Strong
b2664	GlaR	glaR	b3516	gadX	+	Strong
b2664	GlaR	glaR	b0141	yadN	+	Strong
b2664	GlaR	glaR	b2660	lhgD	-	Confirmed
b2664	GlaR	glaR	b1217	chaB	-	Strong
b2664	GlaR	glaR	b1218	chaC	-	Strong
b2664	GlaR	glaR	b2041	rfbB	+	Strong
b2664	GlaR	glaR	b1212	prmC	-	Strong
b2664	GlaR	glaR	b2612	yfjD	-	Strong
b2664	GlaR	glaR	b2602	yfiL	-	Strong
b2664	GlaR	glaR	b4304	sgcC	-	Strong
b2664	GlaR	glaR	b3060	ttdR	-	Strong
b2664	GlaR	glaR	b3078	ygjI	+	Strong
b2664	GlaR	glaR	b0468	ybaN	-	Strong
b2664	GlaR	glaR	b2604	dgcN	-	Strong
b2664	GlaR	glaR	b4487	yjdP	-	Strong
b2664	GlaR	glaR	b4613	dinQ	-	Strong
b2664	GlaR	glaR	b0186	ldcC	-	Strong
b2664	GlaR	glaR	b0940	elfC	-	Strong
b2664	GlaR	glaR	b0942	ycbU	-	Strong
b2664	GlaR	glaR	b0943	ycbV	-	Strong
b2664	GlaR	glaR	b0964	yccT	-	Strong
b2664	GlaR	glaR	b0965	yccU	-	Strong
b2664	GlaR	glaR	b1060	bssS	+	Strong
b2664	GlaR	glaR	b1168	pdeG	-	Strong
b2664	GlaR	glaR	b1177	ycgJ	-	Strong
b2664	GlaR	glaR	b1178	pliG	+	Strong
b2664	GlaR	glaR	b1196	ycgY	+	Strong
b2664	GlaR	glaR	b1202	ycgV	-	Strong
b2664	GlaR	glaR	b1213	ychQ	+	Strong
b2664	GlaR	glaR	b1248	yciU	-	Strong
b2664	GlaR	glaR	b1312	ycjP	-	Strong
b2664	GlaR	glaR	b1375	ynaE	-	Strong
b2664	GlaR	glaR	b1428	ydcK	-	Strong
b2664	GlaR	glaR	b1499	ydeO	+	Strong
b2664	GlaR	glaR	b1500	safA	+	Strong
b2664	GlaR	glaR	b1518	lsrG	+	Strong
b2664	GlaR	glaR	b1519	tam	-	Strong
b2664	GlaR	glaR	b1542	ydfI	-	Strong
b2664	GlaR	glaR	b1544	ydfK	+	Strong
b2664	GlaR	glaR	b1668	ydhS	-	Strong
b2664	GlaR	glaR	b1760	ynjH	-	Strong
b2664	GlaR	glaR	b1781	yeaE	-	Strong
b2664	GlaR	glaR	b1820	yobD	-	Strong
b2664	GlaR	glaR	b1974	yodB	+	Strong
b2664	GlaR	glaR	b2273	yfbN	+	Strong
b2664	GlaR	glaR	b2274	yfbO	+	Strong
b2664	GlaR	glaR	b2293	hxpA	-	Strong
b2664	GlaR	glaR	b2294	yfbU	+	Strong
b2664	GlaR	glaR	b2332	yfcO	-	Strong
b2664	GlaR	glaR	b2339	yfcV	+	Strong
b2664	GlaR	glaR	b2347	yfdC	-	Strong
b2664	GlaR	glaR	b2372	yfdV	+	Strong
b2664	GlaR	glaR	b2373	oxc	-	Strong
b2664	GlaR	glaR	b2382	ypdC	+	Strong
b2664	GlaR	glaR	b2603	yfiR	-	Strong
b2664	GlaR	glaR	b2647	ypjA	-	Strong
b2664	GlaR	glaR	b2659	glaH	-	Confirmed
b2664	GlaR	glaR	b2670	alaE	+	Strong
b2664	GlaR	glaR	b2760	casA	-	Strong
b2664	GlaR	glaR	b3010	yqhC	-	Strong
b2664	GlaR	glaR	b3023	ygiV	-	Strong
b2664	GlaR	glaR	b3024	ygiW	+	Strong
b2664	GlaR	glaR	b3216	yhcD	-	Strong
b2664	GlaR	glaR	b4161	rsgA	-	Strong
b2664	GlaR	glaR	b4162	orn	+	Strong
b2664	GlaR	glaR	b4199	yjfY	-	Strong
b2664	GlaR	glaR	b4249	bdcA	+	Strong
b2664	GlaR	glaR	b4251	bdcR	-	Strong
b2664	GlaR	glaR	b4267	idnD	+	Strong
b2664	GlaR	glaR	b4364	yjjP	+	Strong
b2664	GlaR	glaR	b4365	yjjQ	-	Strong
b3512	GadE	gadE	b0432	cyoA	+	Weak
b3512	GadE	gadE	b0431	cyoB	+	Weak
b3512	GadE	gadE	b0430	cyoC	+	Weak
b3512	GadE	gadE	b0429	cyoD	+	Weak
b3512	GadE	gadE	b0428	cyoE	+	Weak
b3512	GadE	gadE	b0179	lpxD	+	Weak
b3512	GadE	gadE	b1923	fliC	+	Weak
b3512	GadE	gadE	b3212	gltB	+	Confirmed
b3512	GadE	gadE	b3213	gltD	+	Confirmed
b3512	GadE	gadE	b2029	gnd	+	Weak
b3512	GadE	gadE	b0178	skp	+	Weak
b3512	GadE	gadE	b0181	lpxA	+	Weak
b3512	GadE	gadE	b0889	lrp	+	Weak
b3512	GadE	gadE	b4177	purA	+	Weak
b3512	GadE	gadE	b1951	rcsA	+	Strong
b3512	GadE	gadE	b0180	fabZ	+	Weak
b3512	GadE	gadE	b3510	hdeA	+	Confirmed
b3512	GadE	gadE	b3509	hdeB	+	Confirmed
b3512	GadE	gadE	b3508	yhiD	+	Confirmed
b3512	GadE	gadE	b1493	gadB	+	Confirmed
b3512	GadE	gadE	b3511	hdeD	+	Confirmed
b3512	GadE	gadE	b3214	gltF	+	Confirmed
b3512	GadE	gadE	b3512	gadE	+	Strong
b3512	GadE	gadE	b4056	yjbQ	+	Strong
b3512	GadE	gadE	b4057	yjbR	+	Strong
b3512	GadE	gadE	b3513	mdtE	+	Strong
b3512	GadE	gadE	b3514	mdtF	+	Strong
b3512	GadE	gadE	b3515	gadW	+	Strong
b3512	GadE	gadE	b3516	gadX	+	Strong
b3512	GadE	gadE	b1492	gadC	+	Confirmed
b3512	GadE	gadE	b3491	yhiM	+	Strong
b3512	GadE	gadE	b4718	gadF	+	Strong
b3512	GadE	gadE	b4827	fliX	+	Weak
b3438	GntR	gntR	b1850	eda	-	Confirmed
b3438	GntR	gntR	b1851	edd	-	Confirmed
b3438	GntR	gntR	b4268	idnK	-	Strong
b3438	GntR	gntR	b3415	gntT	-	Confirmed
b3438	GntR	gntR	b4265	idnT	-	Strong
b3438	GntR	gntR	b3437	gntK	-	Confirmed
b3438	GntR	gntR	b3435	gntU	-	Confirmed
b3438	GntR	gntR	b3413	yhgH	-	Weak
b3438	GntR	gntR	b3414	nfuA	-	Weak
b3438	GntR	gntR	b4264	idnR	-	Strong
b3438	GntR	gntR	b4266	idnO	-	Strong
b3438	GntR	gntR	b4267	idnD	-	Strong
b4264	IdnR	idnR	b4268	idnK	+	Weak
b4264	IdnR	idnR	b4265	idnT	+	Weak
b4264	IdnR	idnR	b3437	gntK	-	Weak
b4264	IdnR	idnR	b3435	gntU	-	Weak
b4264	IdnR	idnR	b4264	idnR	+	Weak
b4264	IdnR	idnR	b4266	idnO	+	Weak
b4264	IdnR	idnR	b4267	idnD	+	Weak
b3094	ExuR	exuR	b1521	uxaB	-	Weak
b3094	ExuR	exuR	b4322	uxuA	-	Weak
b3094	ExuR	exuR	b3091	uxaA	-	Strong
b3094	ExuR	exuR	b3093	exuT	-	Strong
b3094	ExuR	exuR	b3094	exuR	-	Strong
b3094	ExuR	exuR	b4323	uxuB	-	Weak
b3094	ExuR	exuR	b4324	uxuR	-	Weak
b3094	ExuR	exuR	b4357	lgoR	-	Strong
b3094	ExuR	exuR	b4358	lgoD	-	Strong
b3094	ExuR	exuR	b3092	uxaC	-	Strong
b4324	UxuR	uxuR	b1617	uidA	-	Weak
b4324	UxuR	uxuR	b4322	uxuA	-	Confirmed
b4324	UxuR	uxuR	b1616	uidB	-	Weak
b4324	UxuR	uxuR	b4321	gntP	-	Confirmed
b4324	UxuR	uxuR	b3094	exuR	-	Strong
b4324	UxuR	uxuR	b4323	uxuB	-	Confirmed
b4324	UxuR	uxuR	b4324	uxuR	-	Weak
b4324	UxuR	uxuR	b1615	uidC	-	Weak
b4324	UxuR	uxuR	b4357	lgoR	-	Strong
b4324	UxuR	uxuR	b4358	lgoD	-	Strong
b1618	UidR	uidR	b1617	uidA	-	Weak
b1618	UidR	uidR	b1616	uidB	-	Weak
