GO	GeneName	GeneID
GO:0000018	mutL	b4170
GO:0000018	rdgC	b0393
GO:0000018	mutS	b2733
GO:0000018	mutH	b2831
GO:0000027	obgE	b3183
GO:0000027	rplT	b1716
GO:0000027	rplS	b2606
GO:0000027	rlmE	b3179
GO:0000027	rplY	b2185
GO:0000027	yhbY	b3180
GO:0000027	rplA	b3984
GO:0000027	srmB	b2576
GO:0000027	rplX	b3309
GO:0000027	rplK	b3983
GO:0000027	rplF	b3305
GO:0000027	rpmD	b3302
GO:0000027	rplQ	b3294
GO:0000027	deaD	b3162
GO:0000027	rhlB	b3780
GO:0000027	dbpA	b1343
GO:0000027	rplB	b3317
GO:0000027	rplC	b3320
GO:0000027	rpmA	b3185
GO:0000027	rplE	b3308
GO:0000027	rluD	b2594
GO:0000027	rpmB	b3637
GO:0000027	der	b2511
GO:0000027	rhlE	b0797
GO:0000027	rplW	b3318
GO:0000027	rpmG	b3636
GO:0000027	rpmF	b1089
GO:0000027	rplP	b3313
GO:0000027	rpmC	b3312
GO:0000027	bipA	b3871
GO:0000027	crfC	b4109
GO:0000028	rpsT	b0023
GO:0000028	rpsS	b3316
GO:0000028	rpsG	b3341
GO:0000028	rpsB	b0169
GO:0000028	rpsD	b3296
GO:0000028	rpsN	b3307
GO:0000028	rsmA	b0051
GO:0000028	rpsC	b3314
GO:0000028	rpsH	b3306
GO:0000028	rpsE	b3303
GO:0000028	rimP	b3170
GO:0000028	rimM	b2608
GO:0000028	era	b2566
GO:0000028	rpsU	b3065
GO:0000028	rpsO	b3165
GO:0000028	rpsP	b2609
GO:0000028	rpsQ	b3311
GO:0000028	rsgA	b4161
GO:0000028	rpsA	b0911
GO:0000028	yhbY	b3180
GO:0000101	yijE	b3943
GO:0000101	tcyP	b1729
GO:0000103	cysJ	b2764
GO:0000103	cysZ	b2413
GO:0000103	cysI	b2763
GO:0000103	cysN	b2751
GO:0000103	cysQ	b4214
GO:0000103	cysC	b2750
GO:0000103	cysD	b2752
GO:0000105	hisF	b2025
GO:0000105	hisA	b2024
GO:0000105	hisH	b2023
GO:0000105	hisG	b2019
GO:0000105	hisB	b2022
GO:0000105	hisD	b2020
GO:0000105	hisL	b2018
GO:0000105	folD	b0529
GO:0000105	hisC	b2021
GO:0000105	hisI	b2026
GO:0000154	rsmA	b0051
GO:0000154	rlhA	b1435
GO:0000160	cheY	b1882
GO:0000160	zraR	b4004
GO:0000160	creB	b4398
GO:0000160	torR	b0995
GO:0000160	rcsD	b2216
GO:0000160	kdpD	b0695
GO:0000160	phoR	b0400
GO:0000160	narL	b1221
GO:0000160	arcB	b3210
GO:0000160	rtcR	b3422
GO:0000160	kdpE	b0694
GO:0000160	ypdB	b2381
GO:0000160	phoB	b0399
GO:0000160	cpxR	b3912
GO:0000160	zraS	b4003
GO:0000160	cpxA	b3911
GO:0000160	narX	b1222
GO:0000160	dcuS	b4125
GO:0000160	barA	b2786
GO:0000160	envZ	b3404
GO:0000160	fhlA	b2731
GO:0000160	torS	b0993
GO:0000160	ybfI	b4636
GO:0000160	hprR	b1969
GO:0000160	ypdA	b2380
GO:0000160	cusS	b0570
GO:0000160	rstB	b1609
GO:0000160	fimZ	b0535
GO:0000160	rssB	b1235
GO:0000160	uhpA	b3669
GO:0000160	creC	b4399
GO:0000160	hprS	b1968
GO:0000160	uvrY	b1914
GO:0000160	hyfR	b2491
GO:0000160	dpiB	b0619
GO:0000160	dpiA	b0620
GO:0000160	glnG	b3868
GO:0000160	glnL	b3869
GO:0000160	glrK	b2556
GO:0000160	phoQ	b1129
GO:0000160	norR	b2709
GO:0000160	narQ	b2469
GO:0000160	atoS	b2219
GO:0000160	atoC	b2220
GO:0000160	cheA	b1888
GO:0000160	evgA	b2369
GO:0000160	cusR	b0571
GO:0000160	dcuR	b4124
GO:0000160	btsS	b2126
GO:0000160	cadC	b4133
GO:0000160	qseC	b3026
GO:0000160	glrR	b2554
GO:0000160	pspF	b1303
GO:0000160	ygeH	b2852
GO:0000160	rstA	b1608
GO:0000160	qseB	b3025
GO:0000160	yqeI	b2847
GO:0000160	narP	b2193
GO:0000160	evgS	b2370
GO:0000160	baeS	b2078
GO:0000160	basS	b4112
GO:0000160	basR	b4113
GO:0000160	uhpB	b3668
GO:0000160	uhpC	b3667
GO:0000160	arcA	b4401
GO:0000160	cheB	b1883
GO:0000160	ompR	b3405
GO:0000160	prpR	b0330
GO:0000160	rcsC	b2218
GO:0000160	rcsB	b2217
GO:0000160	baeR	b2079
GO:0000160	phoP	b1130
GO:0000160	btsR	b2125
GO:0000162	pabB	b1812
GO:0000162	trpA	b1260
GO:0000162	trpGD	b1263
GO:0000162	trpE	b1264
GO:0000162	trpB	b1261
GO:0000162	ybiB	b0800
GO:0000162	trpC	b1262
GO:0000162	hisA	b2024
GO:0000162	trpL	b1265
GO:0000162	pabA	b3360
GO:0000256	allA	b0505
GO:0000256	allB	b0512
GO:0000256	allC	b0516
GO:0000256	allD	b0517
GO:0000270	dacB	b3182
GO:0000270	yfiH	b2593
GO:0000270	elyC	b0920
GO:0000270	erfK	b1990
GO:0000270	dacA	b0632
GO:0000270	ycbB	b0925
GO:0000270	mltG	b1097
GO:0000270	mltD	b0211
GO:0000270	yafK	b0224
GO:0000270	dacD	b2010
GO:0000270	ybiS	b0819
GO:0000270	slt	b4392
GO:0000270	mepA	b2328
GO:0000270	pbpG	b2134
GO:0000270	ynhG	b1678
GO:0000270	emtA	b1193
GO:0000270	rlpA	b0633
GO:0000270	mepH	b1655
GO:0000270	ycfS	b1113
GO:0000270	nlpI	b3163
GO:0000270	mltC	b2963
GO:0000270	mepS	b2175
GO:0000270	mepM	b1856
GO:0000270	mltF	b2558
GO:0000271	wecC	b3787
GO:0000271	rffH	b3789
GO:0000271	wecE	b3791
GO:0000271	wzc	b2060
GO:0000271	wzb	b2061
GO:0000271	ugd	b2028
GO:0000271	wcaJ	b2047
GO:0000271	manC	b2049
GO:0000271	yfdG	b2350
GO:0000271	arnB	b2253
GO:0000271	wza	b2062
GO:0000272	chbG	b1733
GO:0000272	yagH	b0271
GO:0000272	chiA	b3338
GO:0000272	bcsZ	b3531
GO:0000302	ahpF	b0606
GO:0000302	btuE	b1710
GO:0000302	rpmF	b1089
GO:0000302	yqhD	b3011
GO:0000303	sodB	b1656
GO:0000303	fpr	b3924
GO:0000303	uspD	b3923
GO:0000455	truC	b2791
GO:0000455	rluD	b2594
GO:0000455	rluB	b1269
GO:0000455	rsuA	b2183
GO:0000455	rluF	b4022
GO:0000455	rluC	b1086
GO:0000455	rluE	b1135
GO:0000455	rluA	b0058
GO:0000715	uvrA	b4058
GO:0000715	uvrB	b0779
GO:0000717	uvrD	b3813
GO:0000717	mutL	b4170
GO:0000724	recB	b2820
GO:0000724	recC	b2822
GO:0000724	recD	b2819
GO:0000725	uvrD	b3813
GO:0000725	radA	b4389
GO:0000725	helD	b0962
GO:0000725	ruvB	b1860
GO:0000725	ruvA	b1861
GO:0000725	recN	b2616
GO:0000725	rep	b3778
GO:0000725	ruvC	b1863
GO:0000725	recB	b2820
GO:0000725	ssb	b4059
GO:0000725	recD	b2819
GO:0000725	recA	b2699
GO:0000725	recC	b2822
GO:0000725	uspB	b3494
GO:0000725	recR	b0472
GO:0000725	recO	b2565
GO:0000725	recF	b3700
GO:0000731	dinB	b0231
GO:0000731	recF	b3700
GO:0000731	recR	b0472
GO:0000731	rarA	b0892
GO:0000731	ybjD	b0876
GO:0000902	minC	b1176
GO:0000902	glmU	b3730
GO:0000902	mreB	b3251
GO:0000910	amiA	b2435
GO:0000910	amiB	b4169
GO:0000910	amiC	b2817
GO:0000917	ftsL	b0083
GO:0000917	ftsN	b3933
GO:0000917	ftsB	b2748
GO:0000917	ftsQ	b0093
GO:0000917	minD	b1175
GO:0000917	ftsZ	b0095
GO:0000917	ftsX	b3462
GO:0000917	minC	b1176
GO:0000917	zipA	b2412
GO:0000917	zapB	b3928
GO:0000917	ftsW	b0089
GO:0000917	zapA	b2910
GO:0000917	ftsA	b0094
GO:0000917	zapC	b0946
GO:0000917	engB	b3865
GO:0000917	ftsK	b0890
GO:0000917	ftsI	b0084
GO:0000917	sulA	b0958
GO:0000917	zapD	b0102
GO:0000917	ftsE	b3463
GO:0000918	minE	b1174
GO:0000918	slmA	b3641
GO:0000920	envC	b3613
GO:0000920	ytfB	b4206
GO:0000920	mepM	b1856
GO:0000920	ftsK	b0890
GO:0000967	rne	b1084
GO:0000967	yhbY	b3180
GO:0000967	yqgF	b2949
GO:0001407	ugpC	b3450
GO:0001407	ugpA	b3452
GO:0001407	ugpB	b3453
GO:0001510	rlmB	b4180
GO:0001510	rlmE	b3179
GO:0001510	rlmM	b2806
GO:0001510	trmL	b3606
GO:0001510	rsmB	b3289
GO:0001510	yfiF	b2581
GO:0001510	rsmF	b1835
GO:0001510	rlmL	b0948
GO:0001514	selB	b3590
GO:0001514	selA	b3591
GO:0001522	rluD	b2594
GO:0001522	psuG	b2165
GO:0001522	truA	b2318
GO:0001522	rluF	b4022
GO:0001522	rluE	b1135
GO:0001522	truD	b2745
GO:0001522	truB	b3166
GO:0001522	rluC	b1086
GO:0001522	truC	b2791
GO:0001522	rluB	b1269
GO:0001522	rluA	b0058
GO:0001522	rsuA	b2183
GO:0001558	rpmA	b3185
GO:0001558	prlF	b3129
GO:0001558	phoU	b3724
GO:0001676	aas	b2836
GO:0001676	fadD	b1805
GO:0001896	cbtA	b2005
GO:0001896	ortT	b1445
GO:0001907	essD	b0554
GO:0001907	essQ	b1556
GO:0002097	mnmC	b2324
GO:0002097	yfhL	b2562
GO:0002097	gluQ	b0144
GO:0002098	yfjP	b2632
GO:0002098	selU	b0503
GO:0002098	trhO	b1055
GO:0002098	mnmG	b3741
GO:0002098	cmoA	b1870
GO:0002098	mnmC	b2324
GO:0002098	yeeP	b1999
GO:0002098	cmoM	b0921
GO:0002098	cmoB	b1871
GO:0002098	trhP	b2081
GO:0002098	mnmE	b3706
GO:0002098	ykfA	b0253
GO:0002099	queA	b0405
GO:0002099	tgt	b0406
GO:0002128	trmJ	b2532
GO:0002128	lasT	b4403
GO:0002143	tusB	b3343
GO:0002143	iscS	b2530
GO:0002143	tusC	b3344
GO:0002143	tusA	b3470
GO:0002143	tusE	b0969
GO:0002143	mnmA	b1133
GO:0002143	tusD	b3345
GO:0002181	rplP	b3313
GO:0002181	rplW	b3318
GO:0002181	rplS	b2606
GO:0002181	rplA	b3984
GO:0002181	rpsO	b3165
GO:0002181	rpsU	b3065
GO:0002181	rplD	b3319
GO:0002181	rplV	b3315
GO:0002181	rplX	b3309
GO:0002181	rpmD	b3302
GO:0002181	rplN	b3310
GO:0002181	rplF	b3305
GO:0002181	rpsN	b3307
GO:0002181	rpmC	b3312
GO:0002181	rplC	b3320
GO:0002181	rplU	b3186
GO:0002181	rpsQ	b3311
GO:0002181	rplQ	b3294
GO:0002181	rplJ	b3985
GO:0002181	rplK	b3983
GO:0002181	rpmB	b3637
GO:0002181	rplB	b3317
GO:0002181	rpmA	b3185
GO:0002181	rpmE	b3936
GO:0002181	rplL	b3986
GO:0002181	ykgM	b0296
GO:0002181	rplT	b1716
GO:0002181	rplY	b2185
GO:0002181	rplE	b3308
GO:0002181	rpsF	b4200
GO:0002181	rpmF	b1089
GO:0002181	rpsT	b0023
GO:0002181	rpsJ	b3321
GO:0002181	rpsB	b0169
GO:0002181	rpsS	b3316
GO:0002181	rpsI	b3230
GO:0002181	rpsL	b3342
GO:0002181	rpsH	b3306
GO:0002181	rpsE	b3303
GO:0002181	rpsD	b3296
GO:0002181	rpmG	b3636
GO:0002181	rpmH	b3703
GO:0002181	rpsK	b3297
GO:0002181	rpsC	b3314
GO:0002181	rpsR	b4202
GO:0002181	rpmI	b1717
GO:0002181	rpmJ	b3299
GO:0002181	rplI	b4203
GO:0002181	rpsM	b3298
GO:0002181	rplM	b3231
GO:0002181	rpsP	b2609
GO:0002181	rpsA	b0911
GO:0002181	rplR	b3304
GO:0002181	rpsG	b3341
GO:0002181	rplO	b3301
GO:0002926	mnmE	b3706
GO:0002926	mnmG	b3741
GO:0002937	iscS	b2530
GO:0002937	thiI	b0423
GO:0002943	dusA	b4049
GO:0002943	dusB	b3260
GO:0002943	dusC	b2140
GO:0002949	tsaD	b3064
GO:0002949	tsaB	b1807
GO:0002949	tsaE	b4168
GO:0002949	tsaC	b3282
GO:0003333	proY	b0402
GO:0003333	tcyP	b1729
GO:0003333	dlsT	b3110
GO:0003333	gltL	b0652
GO:0003333	tcyN	b1917
GO:0003333	yaaJ	b0007
GO:0003333	yahN	b0328
GO:0003333	yqeG	b2845
GO:0003333	lysP	b2156
GO:0003333	mmuP	b0260
GO:0003333	adiC	b4115
GO:0003333	yhjV	b3539
GO:0003333	frlA	b3370
GO:0003333	gltP	b4077
GO:0003333	yijE	b3943
GO:0003333	artP	b0864
GO:0003333	hisP	b2306
GO:0003333	putP	b1015
GO:0003333	mtr	b3161
GO:0003333	yhdZ	b3271
GO:0003333	tyrP	b1907
GO:0003333	tnaB	b3709
GO:0003333	sdaC	b2796
GO:0003333	glnQ	b0809
GO:0003333	rhtC	b3823
GO:0003333	tdcC	b3116
GO:0003333	sstT	b3089
GO:0003333	yjeM	b4156
GO:0005975	galM	b0756
GO:0005975	ycjQ	b1313
GO:0005975	bcsZ	b3531
GO:0005975	sgbE	b3583
GO:0005975	sgbU	b3582
GO:0005975	nagB	b0678
GO:0005975	araB	b0063
GO:0005975	pgm	b0688
GO:0005975	lyx	b3580
GO:0005975	treC	b4239
GO:0005975	bglA	b2901
GO:0005975	sgbH	b3581
GO:0005975	ycjR	b1314
GO:0005975	sgcE	b4301
GO:0005975	yibQ	b3614
GO:0005975	yeaD	b1780
GO:0005975	nanE	b3223
GO:0005975	fbp	b4232
GO:0005975	ygeQ	b2863
GO:0005975	yphB	b2544
GO:0005975	mdoD	b1424
GO:0005975	ulaD	b4196
GO:0005975	lacZ	b0344
GO:0005975	nanM	b4310
GO:0005975	chbG	b1733
GO:0005975	ulaE	b4197
GO:0005975	ulaF	b4198
GO:0005975	hldE	b3052
GO:0005975	rfbD	b2040
GO:0005975	rfbC	b2038
GO:0005975	nanS	b4309
GO:0005975	murQ	b2428
GO:0005975	idnK	b4268
GO:0005975	kbaY	b3137
GO:0005975	glpX	b3925
GO:0005975	rhaM	b3901
GO:0005975	gph	b3385
GO:0005975	fsaB	b3946
GO:0005975	ycjT	b1316
GO:0005975	pflC	b3952
GO:0005975	yihV	b3883
GO:0005975	alsK	b4084
GO:0005975	alsE	b4085
GO:0005975	gatZ	b2095
GO:0005975	kbaZ	b3132
GO:0005975	mdoG	b1048
GO:0005975	bglX	b2132
GO:0005975	gatY	b2096
GO:0005975	yihT	b3881
GO:0005975	yihS	b3880
GO:0005975	yieL	b3719
GO:0005975	malP	b3417
GO:0005975	pfkB	b1723
GO:0005975	yadE	b0130
GO:0005975	yieK	b3718
GO:0005975	mlc	b1594
GO:0005975	gntK	b3437
GO:0005975	pflA	b0902
GO:0005975	glvG	b4556
GO:0005975	prpC	b0333
GO:0005975	pflB	b0903
GO:0005975	malT	b3418
GO:0005975	yicI	b3656
GO:0005975	glmM	b3176
GO:0005975	idnO	b4266
GO:0005975	yihQ	b3878
GO:0005975	yihR	b3879
GO:0005975	arnD	b2256
GO:0005975	kdgK	b3526
GO:0005975	pgl	b0767
GO:0005975	rbsK	b3752
GO:0005975	fbaA	b2925
GO:0005975	araC	b0064
GO:0005975	rpe	b3386
GO:0005975	rpiB	b4090
GO:0005975	otnC	b2738
GO:0005975	otnK	b2737
GO:0005975	ebgA	b3076
GO:0005975	ltnD	b2736
GO:0005975	araA	b0062
GO:0005975	xylB	b3564
GO:0005975	araD	b0061
GO:0005975	melA	b4119
GO:0005975	ygcE	b2776
GO:0005975	ygjK	b3080
GO:0005975	glgP	b3428
GO:0005975	fucO	b2799
GO:0005975	nanK	b3222
GO:0005975	glgB	b3432
GO:0005975	mngB	b0732
GO:0005975	kdsD	b3197
GO:0005975	otnI	b2739
GO:0005975	zwf	b1852
GO:0005975	agaI	b3141
GO:0005975	tdcE	b3114
GO:0005975	fucA	b2800
GO:0005975	galT	b0758
GO:0005975	galE	b0759
GO:0005975	rhaB	b3904
GO:0005975	hldD	b3619
GO:0005975	fucU	b2804
GO:0005975	fruK	b2168
GO:0005975	prkB	b3355
GO:0005975	malQ	b3416
GO:0005975	nanA	b3225
GO:0005975	ycjU	b1317
GO:0005975	edd	b1851
GO:0005975	malS	b3571
GO:0005975	pgaB	b1023
GO:0005975	treF	b3519
GO:0005975	mak	b0394
GO:0005975	chbF	b1734
GO:0005975	murG	b0090
GO:0005975	chiA	b3338
GO:0005975	ascB	b2716
GO:0005975	gmhA	b0222
GO:0005975	galR	b2837
GO:0005975	lsrK	b1511
GO:0005975	gmhB	b0200
GO:0005975	pxpA	b0713
GO:0005975	fsaA	b0825
GO:0005975	manB	b2048
GO:0005975	hxpA	b2293
GO:0005975	nagK	b1119
GO:0005975	gpsA	b3608
GO:0005975	treA	b1197
GO:0005975	fucP	b2801
GO:0005975	glgC	b3430
GO:0005975	yagH	b0271
GO:0005975	nagA	b0677
GO:0005975	amyA	b1927
GO:0005975	fucK	b2803
GO:0005975	nagC	b0676
GO:0005975	rbsD	b3748
GO:0005975	fucR	b2805
GO:0005975	nagD	b0675
GO:0005975	ycjM	b1309
GO:0005975	fucI	b2802
GO:0005975	ydjI	b1773
GO:0005975	glmS	b3729
GO:0005975	galK	b0757
GO:0005975	malZ	b0403
GO:0005975	uidA	b1617
GO:0005975	glpK	b3926
GO:0005975	talA	b2464
GO:0005975	hxpB	b1727
GO:0005975	talB	b0008
GO:0005975	ycjS	b1315
GO:0005975	murR	b2427
GO:0005975	anmK	b1640
GO:0005975	bglB	b3721
GO:0005975	glgX	b3431
GO:0005975	manA	b1613
GO:0005975	nagZ	b1107
GO:0005975	xylA	b3565
GO:0005975	yggF	b2930
GO:0005975	gutQ	b2708
GO:0005977	glgP	b3428
GO:0005977	glgX	b3431
GO:0005977	glgC	b3430
GO:0005977	glgB	b3432
GO:0005978	glgC	b3430
GO:0005978	glgB	b3432
GO:0005978	glgA	b3429
GO:0005980	glgP	b3428
GO:0005980	glgX	b3431
GO:0005980	malP	b3417
GO:0005980	malQ	b3416
GO:0005990	ebgA	b3076
GO:0005990	lacZ	b0344
GO:0005991	treF	b3519
GO:0005991	otsA	b1896
GO:0005991	treA	b1197
GO:0005991	ygjK	b3080
GO:0005991	treR	b4241
GO:0005992	otsB	b1897
GO:0005992	otsA	b1896
GO:0005993	treF	b3519
GO:0005993	treA	b1197
GO:0005993	treC	b4239
GO:0005993	ygjK	b3080
GO:0005996	rhaD	b3902
GO:0005996	fucA	b2800
GO:0005996	ulaF	b4198
GO:0005996	rbsD	b3748
GO:0005996	araD	b0061
GO:0005996	fucU	b2804
GO:0005996	sgbE	b3583
GO:0005996	araA	b0062
GO:0005996	fucI	b2802
GO:0005996	otnC	b2738
GO:0006000	fsaA	b0825
GO:0006000	fbp	b4232
GO:0006000	fsaB	b3946
GO:0006002	pfkA	b3916
GO:0006002	frlB	b3371
GO:0006002	glmS	b3729
GO:0006002	fbp	b4232
GO:0006004	fucP	b2801
GO:0006004	fucU	b2804
GO:0006004	fucK	b2803
GO:0006004	fucO	b2799
GO:0006004	fucA	b2800
GO:0006004	fucI	b2802
GO:0006004	fucR	b2805
GO:0006006	pgl	b0767
GO:0006006	pflA	b0902
GO:0006006	pflC	b3952
GO:0006006	zwf	b1852
GO:0006006	yihR	b3879
GO:0006006	pgm	b0688
GO:0006006	pflB	b0903
GO:0006006	yphB	b2544
GO:0006006	galM	b0756
GO:0006006	gapA	b1779
GO:0006006	aceK	b4016
GO:0006006	epd	b2927
GO:0006007	hyfD	b2484
GO:0006007	hyfB	b2482
GO:0006007	pfkA	b3916
GO:0006007	hycE	b2721
GO:0006007	hycF	b2720
GO:0006007	agp	b1002
GO:0006007	hyfG	b2487
GO:0006007	fdhF	b4079
GO:0006007	hycD	b2722
GO:0006007	gpmI	b3612
GO:0006007	hyfE	b2485
GO:0006007	hyfF	b2486
GO:0006007	hycC	b2723
GO:0006007	hyfC	b2483
GO:0006007	hycG	b2719
GO:0006007	hycB	b2724
GO:0006011	galF	b2042
GO:0006011	bcsA	b3533
GO:0006011	bcsB	b3532
GO:0006011	galU	b1236
GO:0006012	galT	b0758
GO:0006012	galE	b0759
GO:0006012	yidK	b3679
GO:0006012	galK	b0757
GO:0006012	galR	b2837
GO:0006012	galM	b0756
GO:0006014	rpiA	b2914
GO:0006014	rbsK	b3752
GO:0006015	phnN	b4094
GO:0006015	prs	b1207
GO:0006015	deoB	b4383
GO:0006032	chbG	b1733
GO:0006032	chiA	b3338
GO:0006040	nagA	b0677
GO:0006040	anmK	b1640
GO:0006040	murQ	b2428
GO:0006043	nagB	b0678
GO:0006043	agaI	b3141
GO:0006043	yieK	b3718
GO:0006044	nagK	b1119
GO:0006044	agaI	b3141
GO:0006044	yieK	b3718
GO:0006044	nagA	b0677
GO:0006044	nagB	b0678
GO:0006046	nagB	b0678
GO:0006046	nagA	b0677
GO:0006046	yieK	b3718
GO:0006046	agaI	b3141
GO:0006047	frlB	b3371
GO:0006047	glmS	b3729
GO:0006048	glmM	b3176
GO:0006048	glmU	b3730
GO:0006048	elaA	b2267
GO:0006048	glmS	b3729
GO:0006048	nagB	b0678
GO:0006051	nanE	b3223
GO:0006051	nanK	b3222
GO:0006064	uxaC	b3092
GO:0006064	uxuA	b4322
GO:0006071	dhaL	b1199
GO:0006071	dhaR	b1201
GO:0006071	gldA	b3945
GO:0006071	dhaK	b1200
GO:0006071	glpK	b3926
GO:0006071	yggF	b2930
GO:0006071	fucK	b2803
GO:0006071	glpE	b3425
GO:0006071	glpT	b2240
GO:0006071	glpX	b3925
GO:0006071	rhaB	b3904
GO:0006071	glpD	b3426
GO:0006071	ygcP	b2768
GO:0006071	glpQ	b2239
GO:0006071	ugpQ	b3449
GO:0006072	gpsA	b3608
GO:0006072	glpD	b3426
GO:0006072	glpK	b3926
GO:0006072	glpA	b2241
GO:0006072	glpB	b2242
GO:0006082	tdcD	b3115
GO:0006082	ackA	b2296
GO:0006083	ackA	b2296
GO:0006083	scpC	b2920
GO:0006083	pta	b2297
GO:0006083	tdcD	b3115
GO:0006084	scpC	b2920
GO:0006084	citD	b0617
GO:0006084	citE	b0616
GO:0006084	citF	b0615
GO:0006085	pta	b2297
GO:0006085	acs	b4069
GO:0006085	ackA	b2296
GO:0006089	dld	b2133
GO:0006089	lldD	b3605
GO:0006090	dhaK	b1200
GO:0006090	dhaL	b1199
GO:0006090	ppsA	b1702
GO:0006090	poxB	b0871
GO:0006090	lpdA	b0116
GO:0006090	maeA	b1479
GO:0006090	dhaM	b1198
GO:0006090	aceF	b0115
GO:0006091	fumB	b4122
GO:0006091	fumA	b1612
GO:0006094	tpiA	b3919
GO:0006094	sdaA	b1814
GO:0006094	yggF	b2930
GO:0006094	fbaA	b2925
GO:0006094	tdcG	b4471
GO:0006094	pgi	b4025
GO:0006094	fbp	b4232
GO:0006094	sdaB	b2797
GO:0006094	ppc	b3956
GO:0006094	pckA	b3403
GO:0006094	ppsA	b1702
GO:0006094	pgk	b2926
GO:0006094	glpX	b3925
GO:0006094	maeA	b1479
GO:0006094	gpmA	b0755
GO:0006096	gpmB	b4395
GO:0006096	pgk	b2926
GO:0006096	eno	b2779
GO:0006096	gpmA	b0755
GO:0006096	tpiA	b3919
GO:0006096	pgi	b4025
GO:0006096	fbaA	b2925
GO:0006096	aceF	b0115
GO:0006096	pykF	b1676
GO:0006096	gapA	b1779
GO:0006096	gpmI	b3612
GO:0006096	aceE	b0114
GO:0006096	pfkA	b3916
GO:0006096	pykA	b1854
GO:0006096	fbaB	b2097
GO:0006096	glk	b2388
GO:0006096	lpdA	b0116
GO:0006096	mdh	b3236
GO:0006096	pfkB	b1723
GO:0006097	aceB	b4014
GO:0006097	glcB	b2976
GO:0006097	acnA	b1276
GO:0006097	acnB	b0118
GO:0006097	aceA	b4015
GO:0006097	aceK	b4016
GO:0006097	icd	b1136
GO:0006097	iclR	b4018
GO:0006098	pgl	b0767
GO:0006098	talA	b2464
GO:0006098	zwf	b1852
GO:0006098	tktB	b2465
GO:0006098	gnd	b2029
GO:0006098	talB	b0008
GO:0006098	rpiA	b2914
GO:0006098	tktA	b2935
GO:0006098	rpe	b3386
GO:0006098	rpiB	b4090
GO:0006099	sucB	b0727
GO:0006099	acnA	b1276
GO:0006099	sucC	b0728
GO:0006099	yahF	b0320
GO:0006099	aceB	b4014
GO:0006099	mdh	b3236
GO:0006099	sucD	b0729
GO:0006099	fumB	b4122
GO:0006099	sdhA	b0723
GO:0006099	sucA	b0726
GO:0006099	acnB	b0118
GO:0006099	ybhJ	b0771
GO:0006099	gltA	b0720
GO:0006099	fumA	b1612
GO:0006099	mqo	b2210
GO:0006099	fdrA	b0518
GO:0006099	aspA	b4139
GO:0006099	lpdA	b0116
GO:0006099	fumC	b1611
GO:0006099	sdhC	b0721
GO:0006099	aceA	b4015
GO:0006099	prpD	b0334
GO:0006099	icd	b1136
GO:0006099	aceK	b4016
GO:0006099	prpC	b0333
GO:0006099	glcB	b2976
GO:0006099	ppc	b3956
GO:0006099	sdhB	b0724
GO:0006099	frdB	b4153
GO:0006099	sdhD	b0722
GO:0006101	citD	b0617
GO:0006101	citF	b0615
GO:0006101	citE	b0616
GO:0006101	acnA	b1276
GO:0006106	fumC	b1611
GO:0006106	frdD	b4151
GO:0006107	citE	b0616
GO:0006107	ppc	b3956
GO:0006108	dmlR	b1799
GO:0006108	maeA	b1479
GO:0006108	mdh	b3236
GO:0006108	maeB	b2463
GO:0006108	dmlA	b1800
GO:0006108	fumC	b1611
GO:0006113	hyaA	b0972
GO:0006113	mdh	b3236
GO:0006113	nirB	b3365
GO:0006113	hyaB	b0973
GO:0006113	frdA	b4154
GO:0006113	frdD	b4151
GO:0006113	frdC	b4152
GO:0006113	frdB	b4153
GO:0006113	hyaC	b0974
GO:0006119	cydA	b0733
GO:0006119	cydX	b4515
GO:0006119	appC	b0978
GO:0006119	cydB	b0734
GO:0006119	appB	b0979
GO:0006139	rihB	b2162
GO:0006139	rnd	b1804
GO:0006139	yhgF	b3407
GO:0006139	polA	b3863
GO:0006139	rihC	b0030
GO:0006139	yqgF	b2949
GO:0006139	phrB	b0708
GO:0006139	xapA	b2407
GO:0006139	adk	b0474
GO:0006139	dinG	b0799
GO:0006139	deoD	b4384
GO:0006139	yoaA	b1808
GO:0006139	rihA	b0651
GO:0006139	cmk	b0910
GO:0006144	allD	b0517
GO:0006144	allC	b0516
GO:0006144	rihC	b0030
GO:0006144	allE	b0515
GO:0006144	ybbW	b0511
GO:0006144	xdhB	b2867
GO:0006144	xdhA	b2866
GO:0006144	hiuH	b1970
GO:0006144	xdhC	b2868
GO:0006144	xdhD	b2881
GO:0006144	allA	b0505
GO:0006144	allB	b0512
GO:0006145	allB	b0512
GO:0006145	allA	b0505
GO:0006152	xapA	b2407
GO:0006152	deoD	b4384
GO:0006152	rihC	b0030
GO:0006152	rihA	b0651
GO:0006152	rihB	b2162
GO:0006163	ndk	b2518
GO:0006163	gmk	b3648
GO:0006163	guaC	b0104
GO:0006164	purA	b4177
GO:0006164	purC	b2476
GO:0006164	prs	b1207
GO:0006164	guaA	b2507
GO:0006164	purF	b2312
GO:0006164	purM	b2499
GO:0006164	purT	b1849
GO:0006164	purL	b2557
GO:0006164	purD	b4005
GO:0006164	purH	b4006
GO:0006164	purN	b2500
GO:0006164	purU	b1232
GO:0006164	purB	b1131
GO:0006164	guaB	b2508
GO:0006164	purR	b1658
GO:0006164	folD	b0529
GO:0006164	purE	b0523
GO:0006164	purK	b0522
