GO	GeneName	GeneID
GO:0009408	dtd	b3887
GO:0009408	dnaK	b0014
GO:0009408	pspA	b1304
GO:0009408	hflX	b4173
GO:0009408	ttdB	b3062
GO:0009408	hslU	b3931
GO:0009408	hspQ	b0966
GO:0009408	htpG	b0473
GO:0009408	grpE	b2614
GO:0009408	ybeY	b0659
GO:0009408	moaA	b0781
GO:0009408	rpoC	b3988
GO:0009408	yjaZ	b3989
GO:0009408	pykF	b1676
GO:0009408	groEL	b4143
GO:0009408	yoeB	b4539
GO:0009408	hslR	b3400
GO:0009408	clpB	b2592
GO:0009408	marR	b1530
GO:0009408	rhlE	b0797
GO:0009408	hslV	b3932
GO:0009408	rpoH	b3461
GO:0009408	dsbB	b1185
GO:0009408	rpoD	b3067
GO:0009408	oppA	b1243
GO:0009408	hflD	b1132
GO:0009408	groES	b4142
GO:0009408	ldhA	b1380
GO:0009408	lsrR	b1512
GO:0009408	hslJ	b1379
GO:0009408	dnaJ	b0015
GO:0009408	gloB	b0212
GO:0009408	yhbO	b3153
GO:0009408	lon	b0439
GO:0009408	eutD	b2458
GO:0009408	hslO	b3401
GO:0009408	yfcA	b2327
GO:0009408	yebS	b1833
GO:0009408	rpoA	b3295
GO:0009408	ibpB	b3686
GO:0009408	ibpA	b3687
GO:0009408	hflC	b4175
GO:0009408	clpP	b0437
GO:0009408	pncB	b0931
GO:0009408	mngR	b0730
GO:0009408	slyD	b3349
GO:0009408	degP	b0161
GO:0009408	nudF	b3034
GO:0009408	clpS	b0881
GO:0009408	rpoZ	b3649
GO:0009408	sodA	b3908
GO:0009408	hflK	b4174
GO:0009408	yajL	b0424
GO:0009408	yccX	b0968
GO:0009408	patZ	b2584
GO:0009408	pnp	b3164
GO:0009408	ssuD	b0935
GO:0009408	tig	b0436
GO:0009408	rpoB	b3987
GO:0009409	deaD	b3162
GO:0009409	ydfK	b1544
GO:0009409	ynaE	b1375
GO:0009409	rnr	b4179
GO:0009409	fabF	b1095
GO:0009409	rbfA	b3167
GO:0009409	cspI	b1552
GO:0009409	cspG	b0990
GO:0009409	lpxP	b2378
GO:0009409	lepA	b2569
GO:0009409	raiA	b2597
GO:0009409	infB	b3168
GO:0009409	infC	b1718
GO:0009409	cspB	b1557
GO:0009409	cspA	b3556
GO:0009410	folP	b3177
GO:0009410	yjjG	b4374
GO:0009410	sanA	b2144
GO:0009410	envR	b3264
GO:0009410	acrR	b0464
GO:0009410	radD	b2184
GO:0009410	acrE	b3265
GO:0009410	ftsI	b0084
GO:0009410	gyrA	b2231
GO:0009410	fpr	b3924
GO:0009410	envC	b3613
GO:0009410	gyrB	b3699
GO:0009410	mepA	b2328
GO:0009410	dacC	b0839
GO:0009410	nlpD	b2742
GO:0009410	tolC	b3035
GO:0009410	pbpG	b2134
GO:0009410	folA	b0048
GO:0009410	emrE	b0543
GO:0009410	acpP	b1094
GO:0009411	yhbO	b3153
GO:0009411	guaB	b2508
GO:0009411	uspD	b3923
GO:0009411	ruvB	b1860
GO:0009411	mnmG	b3741
GO:0009411	gcvA	b2808
GO:0009411	recR	b0472
GO:0009411	recF	b3700
GO:0009411	rfbC	b2038
GO:0009411	efeO	b1018
GO:0009411	dam	b3387
GO:0009411	recN	b2616
GO:0009411	dgkA	b4042
GO:0009411	yfaL	b2233
GO:0009411	fadD	b1805
GO:0009416	ubiH	b2907
GO:0009416	phrB	b0708
GO:0009416	hemH	b0475
GO:0009423	aroC	b2329
GO:0009423	aroD	b1693
GO:0009423	ydiB	b1692
GO:0009423	aroE	b3281
GO:0009423	aroF	b2601
GO:0009423	aroA	b0908
GO:0009423	aroG	b0754
GO:0009423	aroB	b3389
GO:0009423	aroL	b0388
GO:0009423	aroK	b3390
GO:0009423	aroH	b1704
GO:0009432	yafP	b0234
GO:0009432	recF	b3700
GO:0009432	uvrA	b4058
GO:0009432	sulA	b0958
GO:0009432	symE	b4347
GO:0009432	dinB	b0231
GO:0009432	umuD	b1183
GO:0009432	rimK	b0852
GO:0009432	ruvB	b1860
GO:0009432	yedK	b1931
GO:0009432	yafN	b0232
GO:0009432	umuC	b1184
GO:0009432	uvrC	b1913
GO:0009432	recA	b2699
GO:0009432	uvrD	b3813
GO:0009432	polB	b0060
GO:0009432	recN	b2616
GO:0009432	dinD	b3645
GO:0009432	dinG	b0799
GO:0009432	tisB	b4618
GO:0009432	lexA	b4043
GO:0009432	recQ	b3822
GO:0009432	ruvA	b1861
GO:0009432	recX	b2698
GO:0009432	dinI	b1061
GO:0009432	uvrB	b0779
GO:0009432	yebG	b1848
GO:0009432	cho	b1741
GO:0009432	yafO	b0233
GO:0009432	ssb	b4059
GO:0009435	nadR	b4390
GO:0009435	nadA	b0750
GO:0009435	nadD	b0639
GO:0009435	nadB	b2574
GO:0009435	pncB	b0931
GO:0009435	nadC	b0109
GO:0009435	nadE	b1740
GO:0009435	feaB	b1385
GO:0009436	glcB	b2976
GO:0009436	glxK	b0514
GO:0009436	glxR	b0509
GO:0009436	gcl	b0507
GO:0009437	caiC	b0037
GO:0009437	caiA	b0039
GO:0009437	fixB	b0042
GO:0009437	caiB	b0038
GO:0009437	caiE	b0035
GO:0009437	fixA	b0041
GO:0009437	caiD	b0036
GO:0009437	fixC	b0043
GO:0009437	caiF	b0034
GO:0009437	caiT	b0040
GO:0009437	yeaX	b1803
GO:0009437	yeaW	b1802
GO:0009440	cynT	b0339
GO:0009440	cynX	b0341
GO:0009440	cynS	b0340
GO:0009442	allC	b0516
GO:0009442	allB	b0512
GO:0009442	arcC	b0521
GO:0009442	allD	b0517
GO:0009442	glxR	b0509
GO:0009443	pdxK	b2418
GO:0009443	pdxI	b1406
GO:0009443	pdxY	b1636
GO:0009446	speB	b2937
GO:0009446	speA	b2938
GO:0009447	patA	b3073
GO:0009447	sad	b1525
GO:0009447	puuA	b1297
GO:0009447	puuC	b1300
GO:0009447	puuE	b1302
GO:0009447	puuR	b1299
GO:0009447	puuB	b1301
GO:0009447	patD	b1444
GO:0009447	puuD	b1298
GO:0009447	puuP	b1296
GO:0009448	gabT	b2662
GO:0009448	puuE	b1302
GO:0009450	gabD	b2661
GO:0009450	gabP	b2663
GO:0009450	gabT	b2662
GO:0009450	sad	b1525
GO:0009450	puuE	b1302
GO:0009450	aldA	b1415
GO:0009451	rluF	b4022
GO:0009451	rluB	b1269
GO:0009451	truB	b3166
GO:0009451	rluE	b1135
GO:0009451	hrpA	b1413
GO:0009451	truD	b2745
GO:0009451	pcnB	b0143
GO:0009451	rluA	b0058
GO:0009451	rluC	b1086
GO:0009451	ygfZ	b2898
GO:0009451	rsuA	b2183
GO:0009451	truA	b2318
GO:0009451	rluD	b2594
GO:0009451	truC	b2791
GO:0009454	cheY	b1882
GO:0009454	cheW	b1887
GO:0009589	thiI	b0423
GO:0009589	iscS	b2530
GO:0009593	tar	b1886
GO:0009593	tsr	b4355
GO:0009636	ecnA	b4410
GO:0009636	kefC	b0047
GO:0009636	mdtF	b3514
GO:0009636	ridA	b4243
GO:0009636	emrA	b2685
GO:0009636	ecnB	b4411
GO:0009636	hmp	b2552
GO:0009636	ycbX	b0947
GO:0009636	mdtE	b3513
GO:0009636	yedA	b1959
GO:0009636	yiiM	b3910
GO:0009636	cusF	b0573
GO:0009636	efeO	b1018
GO:0009636	gloB	b0212
GO:0009636	gloA	b1651
GO:0009636	acrE	b3265
GO:0009636	cusB	b0574
GO:0009636	macA	b0878
GO:0009636	emrB	b2686
GO:0009636	cusC	b0572
GO:0009636	acrA	b0463
GO:0009636	ydhJ	b1644
GO:0009636	cusA	b0575
GO:0009636	tehB	b1430
GO:0009636	gloC	b0927
GO:0009636	tolC	b3035
GO:0009636	acrD	b2470
GO:0009651	ftsK	b0890
GO:0009651	lepA	b2569
GO:0009651	uspC	b1895
GO:0009651	nhaA	b0019
GO:0009970	ahpC	b0605
GO:0009970	tauA	b0365
GO:0009970	ssuE	b0937
GO:0009992	aqpZ	b0875
GO:0009992	mscK	b0465
GO:0009992	mscS	b2924
GO:0010038	evgS	b2370
GO:0010038	qseB	b3025
GO:0010038	cutA	b4137
GO:0010041	arnD	b2256
GO:0010041	basR	b4113
GO:0010041	arnF	b2258
GO:0010041	basS	b4112
GO:0010041	arnT	b2257
GO:0010041	arnE	b4544
GO:0010043	basS	b4112
GO:0010043	znuB	b1859
GO:0010043	znuC	b1858
GO:0010043	zntA	b3469
GO:0010043	cusF	b0573
GO:0010045	rcnA	b2106
GO:0010045	nikR	b3481
GO:0010045	rcnB	b2107
GO:0010106	yqjH	b3070
GO:0010106	nfuA	b3414
GO:0010124	paaD	b1391
GO:0010124	paaG	b1394
GO:0010124	paaA	b1388
GO:0010124	paaE	b1392
GO:0010124	paaC	b1390
GO:0010124	fadA	b3845
GO:0010124	paaB	b1389
GO:0010124	paaJ	b1397
GO:0010124	paaY	b1400
GO:0010124	paaZ	b1387
GO:0010124	paaH	b1395
GO:0010124	paaF	b1393
GO:0010124	paaX	b1399
GO:0010124	paaI	b1396
GO:0010124	paaK	b1398
GO:0010165	cysB	b1275
GO:0010165	intF	b0281
GO:0010165	recJ	b2892
GO:0010165	appY	b0564
GO:0010165	yadG	b0127
GO:0010165	recN	b2616
GO:0010165	yebG	b1848
GO:0010165	ybaK	b0481
GO:0010165	cmk	b0910
GO:0010165	ddlA	b0381
GO:0010165	yagJ	b0276
GO:0010165	lon	b0439
GO:0010165	cysE	b3607
GO:0010165	eutK	b2438
GO:0010165	apaH	b0049
GO:0010165	betB	b0312
GO:0010212	recA	b2699
GO:0010212	yabI	b0065
GO:0010212	ybjN	b0853
GO:0010212	ybgI	b0710
GO:0010212	dnaB	b4052
GO:0010212	yhgF	b3407
GO:0010212	radD	b2184
GO:0010212	yafC	b0208
GO:0010212	recN	b2616
GO:0010212	abpB	b2627
GO:0010212	ftsP	b3017
GO:0010212	yebC	b1864
GO:0010243	ptsO	b3206
GO:0010243	ptsP	b2829
GO:0010243	ptsN	b3204
GO:0010272	cusC	b0572
GO:0010272	cusF	b0573
GO:0010272	cusA	b0575
GO:0010272	cusB	b0574
GO:0010273	cusC	b0572
GO:0010273	cusB	b0574
GO:0010273	cusA	b0575
GO:0010273	cueO	b0123
GO:0010273	cusF	b0573
GO:0010350	iraM	b1160
GO:0010350	mgtS	b4599
GO:0010350	phoQ	b1129
GO:0010438	ssuC	b0934
GO:0010438	tauA	b0365
GO:0010438	tauB	b0366
GO:0010438	tauC	b0367
GO:0010438	dcyD	b1919
GO:0010438	ssuD	b0935
GO:0010438	ssuA	b0936
GO:0010438	ssuB	b0933
GO:0010438	rhsD	b0497
GO:0010446	nadR	b4390
GO:0010446	nhaA	b0019
GO:0010446	chaA	b1216
GO:0010447	clcB	b1592
GO:0010447	ygiN	b3029
GO:0010447	yceO	b1058
GO:0010447	hchA	b1967
GO:0010447	asr	b1597
GO:0010447	glsA1	b0485
GO:0010447	yqgB	b2939
GO:0010447	ydeP	b1501
GO:0010447	yagU	b0287
GO:0010447	sodA	b3908
GO:0010447	safA	b1500
GO:0010447	evgS	b2370
GO:0010447	hdeB	b3509
GO:0010447	mgrB	b1826
GO:0010447	focA	b0904
GO:0010468	rpoS	b2741
GO:0010468	cspC	b1823
GO:0010468	rnc	b2567
GO:0010468	hha	b0460
GO:0010468	fliA	b1922
GO:0010468	cspD	b0880
GO:0010468	cspG	b0990
GO:0010468	rpoH	b3461
GO:0010468	cspB	b1557
GO:0010468	rsd	b3995
GO:0010468	flk	b2321
GO:0010468	prmC	b1212
GO:0010468	rpoD	b3067
GO:0010468	cspF	b1558
GO:0010468	cspA	b3556
GO:0010468	cspI	b1552
GO:0010468	dksA	b0145
GO:0010468	cspE	b0623
GO:0010468	bssR	b0836
GO:0010468	cspH	b0989
GO:0010468	rssB	b1235
GO:0010468	abrB	b0715
GO:0010608	proQ	b1831
GO:0010608	pdeR	b1285
GO:0010629	lipB	b0630
GO:0010629	phoU	b3724
GO:0010810	nlpE	b0192
GO:0010810	cpxR	b3912
GO:0012501	ibsA	b4667
GO:0012501	ibsE	b4666
GO:0012501	shoB	b4687
GO:0012501	ibsC	b4665
GO:0014070	spy	b1743
GO:0014070	tolC	b3035
GO:0015031	secF	b0409
GO:0015031	oppB	b1244
GO:0015031	secG	b3175
GO:0015031	ddpC	b1485
GO:0015031	dtpC	b4130
GO:0015031	fliI	b1941
GO:0015031	lolB	b1209
GO:0015031	tatE	b0627
GO:0015031	oppA	b1243
GO:0015031	lolA	b0891
GO:0015031	dppA	b3544
GO:0015031	yeeO	b1985
GO:0015031	secB	b3609
GO:0015031	secA	b0098
GO:0015031	tonB	b1252
GO:0015031	gspD	b3325
GO:0015031	gspE	b3326
GO:0015031	cstA	b0598
GO:0015031	bcr	b2182
GO:0015031	gspI	b3330
GO:0015031	gspJ	b3331
GO:0015031	yajC	b0407
GO:0015031	tatC	b3839
GO:0015031	dtpD	b0709
GO:0015031	tatB	b3838
GO:0015031	tolB	b0740
GO:0015031	tatA	b3836
GO:0015031	tig	b0436
GO:0015031	mppA	b1329
GO:0015031	gspK	b3332
GO:0015031	gspL	b3333
GO:0015031	gspG	b3328
GO:0015031	gspF	b3327
GO:0015031	dppD	b3541
GO:0015031	dppC	b3542
GO:0015031	secD	b0408
GO:0015031	tamA	b4220
GO:0015031	ddpD	b1484
GO:0015031	exbD	b3005
GO:0015031	secE	b3981
GO:0015031	secY	b3300
GO:0015031	dppF	b3540
GO:0015031	fliJ	b1942
GO:0015031	fliP	b1948
GO:0015031	fliH	b1940
GO:0015031	yidC	b3705
GO:0015031	dtpB	b3496
GO:0015031	tolR	b0738
GO:0015031	ydeE	b1534
GO:0015031	flhB	b1880
GO:0015031	ddpF	b1483
GO:0015031	flhA	b1879
GO:0015031	gspM	b3334
GO:0015031	oppF	b1247
GO:0015031	exbB	b3006
GO:0015031	dtpA	b1634
GO:0015031	oppC	b1245
GO:0015031	ddpB	b1486
GO:0015031	ddpA	b1487
GO:0015031	oppD	b1246
GO:0015031	gspH	b3329
GO:0015031	dppB	b3543
GO:0015031	yghF	b2970
GO:0015031	yghE	b2969
GO:0015031	sbmA	b0377
GO:0015031	yghD	b2968
GO:0015031	gspC	b3324
GO:0015031	mdtK	b1663
GO:0015074	intR	b1345
GO:0015074	intS	b2349
GO:0015074	insD3	b1996
GO:0015074	insD2	b1402
GO:0015074	intA	b2622
GO:0015074	insD5	b3045
GO:0015074	insD4	b2860
GO:0015074	insI3	b1404
GO:0015074	pinQ	b1545
GO:0015074	insI1	b0256
GO:0015074	insI4	b4284
GO:0015074	insF4	b1026
GO:0015074	intE	b1140
GO:0015074	insF3	b0541
GO:0015074	intZ	b2442
GO:0015074	intG	b1936
GO:0015074	insD1	b0361
GO:0015074	yagA	b0267
GO:0015074	insO2	b4285
GO:0015074	insD6	b4273
GO:0015074	insF2	b0372
GO:0015074	insF1	b0299
GO:0015074	insF5	b2089
GO:0015074	pinH	b2648
GO:0015074	fimE	b4313
GO:0015074	xerD	b2894
GO:0015074	fimB	b4312
GO:0015074	fliZ	b1921
GO:0015074	pinR	b1374
GO:0015074	xerC	b3811
GO:0015074	pinE	b1158
GO:0015074	intF	b0281
GO:0015074	insK	b3558
GO:0015074	intD	b0537
GO:0015074	rpoH	b3461
GO:0015628	gspE	b3326
GO:0015628	gspH	b3329
GO:0015628	ppdB	b2825
GO:0015628	gspF	b3327
GO:0015628	gspD	b3325
GO:0015628	gspC	b3324
GO:0015628	ybaV	b0442
GO:0015628	hofC	b0106
GO:0015628	gspM	b3334
GO:0015628	yghE	b2969
GO:0015628	gspL	b3333
GO:0015628	gspG	b3328
GO:0015628	gspJ	b3331
GO:0015628	yghF	b2970
GO:0015628	gspI	b3330
GO:0015628	yghD	b2968
GO:0015675	nikD	b3479
GO:0015675	nikE	b3480
GO:0015675	nikA	b3476
GO:0015675	nikB	b3477
GO:0015675	rcnA	b2106
GO:0015675	nikC	b3478
GO:0015679	cusA	b0575
GO:0015679	cusB	b0574
GO:0015685	fepA	b0584
GO:0015685	fepB	b0592
GO:0015685	fepE	b0587
GO:0015685	fepC	b0588
GO:0015685	fepD	b0590
GO:0015685	fepG	b0589
GO:0015689	modB	b0764
GO:0015689	modE	b0761
GO:0015689	modA	b0763
GO:0015689	modC	b0765
GO:0015691	fieF	b3915
GO:0015691	mntH	b2392
GO:0015693	mgtA	b4242
GO:0015693	corA	b3816
GO:0015706	narK	b1223
GO:0015706	narU	b1469
GO:0015707	narU	b1469
GO:0015707	narK	b1223
GO:0015709	tsuA	b2013
GO:0015709	sbp	b3917
GO:0015709	cysP	b2425
GO:0015709	cysW	b2423
GO:0015709	cysU	b2424
GO:0015709	cysA	b2422
GO:0015710	pitA	b3493
GO:0015710	actP	b4067
GO:0015716	phnK	b4097
GO:0015716	phnG	b4101
GO:0015716	phnC	b4106
GO:0015716	phnD	b4105
GO:0015716	phnE	b4103
GO:0015716	phnH	b4100
GO:0015716	phnF	b4102
GO:0015716	phnI	b4099
GO:0015716	phnJ	b4098
GO:0015716	phnL	b4096
GO:0015721	mdtM	b4337
GO:0015721	mdtC	b2076
GO:0015721	mdtA	b2074
GO:0015721	mdtB	b2075
GO:0015721	acrA	b0463
GO:0015721	tolC	b3035
GO:0015721	emrK	b2368
GO:0015721	emrY	b2367
GO:0015721	acrD	b2470
GO:0015721	mdtF	b3514
GO:0015721	ygiS	b3020
GO:0015721	mdtE	b3513
GO:0015724	focA	b0904
GO:0015724	nirC	b3367
GO:0015724	yfdC	b2347
GO:0015724	focB	b2492
GO:0015727	glcA	b2975
GO:0015727	lldP	b3603
GO:0015739	nanT	b3224
GO:0015739	nanC	b4311
GO:0015740	dcuC	b0621
GO:0015740	dcuB	b4123
GO:0015740	dcuA	b4138
GO:0015740	dcuD	b3227
GO:0015740	yiaM	b3577
GO:0015741	dctA	b3528
GO:0015741	dauA	b1206
GO:0015741	dcuB	b4123
GO:0015741	dcuA	b4138
GO:0015741	dcuC	b0621
GO:0015744	yjjB	b4363
GO:0015744	yjjP	b4364
GO:0015751	ompL	b3875
GO:0015751	fucP	b2801
GO:0015752	alsA	b4087
GO:0015752	rbsB	b3751
GO:0015752	rbsC	b3750
GO:0015752	rbsA	b3749
GO:0015752	alsB	b4088
GO:0015752	alsC	b4086
GO:0015753	xylE	b4031
GO:0015753	xylH	b3568
GO:0015753	xylG	b3567
GO:0015753	xylF	b3566
GO:0015754	alsB	b4088
GO:0015754	alsA	b4087
GO:0015754	alsC	b4086
GO:0015755	mngA	b0731
GO:0015755	fryB	b2387
GO:0015756	fucP	b2801
GO:0015756	araE	b2841
GO:0015757	ompL	b3875
GO:0015757	fucP	b2801
GO:0015757	mglA	b2149
GO:0015757	mglC	b2148
GO:0015757	ytfQ	b4227
GO:0015757	mglB	b2150
GO:0015757	galP	b2943
GO:0015760	glpT	b2240
GO:0015760	uhpT	b3666
GO:0015760	uhpC	b3667
GO:0015761	manZ	b1819
GO:0015761	manY	b1818
GO:0015761	manX	b1817
GO:0015765	melB	b4120
GO:0015765	mglA	b2149
GO:0015765	mglB	b2150
GO:0015765	mglC	b2148
GO:0015767	setB	b2170
GO:0015767	setC	b3659
GO:0015767	lacY	b0343
GO:0015767	setA	b0070
GO:0015767	hcaT	b2536
GO:0015768	malE	b4034
GO:0015768	malK	b4035
GO:0015768	malG	b4032
GO:0015768	ompG	b1319
GO:0015768	lamB	b4036
GO:0015768	malF	b4033
GO:0015771	treB	b4240
GO:0015771	ascF	b2715
GO:0015771	bglF	b3722
GO:0015772	nanC	b4311
GO:0015772	chiP	b0681
GO:0015772	ompG	b1319
GO:0015772	ompL	b3875
GO:0015774	pgaA	b1024
GO:0015774	bglH	b3720
GO:0015774	gfcE	b0983
GO:0015774	lamB	b4036
GO:0015774	chiP	b0681
GO:0015774	wza	b2062
GO:0015793	glpT	b2240
GO:0015793	glpF	b3927
GO:0015794	glpT	b2240
GO:0015794	ugpC	b3450
GO:0015794	ugpA	b3452
GO:0015794	ugpB	b3453
GO:0015794	ugpE	b3451
GO:0015795	srlB	b2704
GO:0015795	sgcA	b4302
GO:0015795	sgcC	b4304
GO:0015795	srlE	b2703
GO:0015795	srlA	b2702
GO:0015795	sgcB	b4565
GO:0015796	gatA	b2094
GO:0015796	gatB	b2093
GO:0015796	sgcC	b4304
GO:0015797	mtlA	b3599
GO:0015797	cmtA	b2933
GO:0015801	tyrP	b1907
GO:0015801	tnaB	b3709
GO:0015801	mtr	b3161
GO:0015801	yddG	b1473
GO:0015803	brnQ	b0401
GO:0015803	livH	b3457
GO:0015803	livM	b3456
GO:0015803	livF	b3454
GO:0015803	livG	b3455
GO:0015803	livK	b3458
GO:0015803	livJ	b3460
GO:0015808	livH	b3457
GO:0015808	livG	b3455
GO:0015808	cycA	b4208
GO:0015808	alaE	b2670
GO:0015811	tcyN	b1917
GO:0015811	tcyL	b1918
GO:0015811	tcyJ	b1920
GO:0015811	tcyP	b1729
GO:0015813	gltI	b0655
GO:0015813	gltS	b3653
GO:0015818	livJ	b3460
GO:0015818	brnQ	b0401
GO:0015820	brnQ	b0401
GO:0015820	leuE	b1798
GO:0015820	yjeH	b4141
GO:0015820	livK	b3458
GO:0015820	livJ	b3460
GO:0015822	potE	b0692
GO:0015822	argT	b2310
GO:0015823	livG	b3455
GO:0015823	aroP	b0112
GO:0015823	livM	b3456
GO:0015823	livF	b3454
GO:0015823	livK	b3458
GO:0015823	livH	b3457
GO:0015825	sdaC	b2796
GO:0015825	tdcC	b3116
GO:0015826	sstT	b3089
GO:0015826	rhtB	b3824
GO:0015826	tdcC	b3116
GO:0015826	rhtA	b0813
GO:0015826	rhtC	b3823
GO:0015827	aroP	b0112
GO:0015827	mtr	b3161
GO:0015829	brnQ	b0401
GO:0015829	livJ	b3460
GO:0015833	sgrR	b0069
GO:0015833	ddpF	b1483
GO:0015833	dtpC	b4130
GO:0015833	dppC	b3542
GO:0015833	dppB	b3543
GO:0015833	ddpB	b1486
GO:0015833	oppC	b1245
GO:0015833	sapF	b1290
GO:0015833	dppD	b3541
GO:0015833	mppA	b1329
GO:0015833	sbmA	b0377
GO:0015833	nikA	b3476
GO:0015833	sapD	b1291
GO:0015833	yeeO	b1985
GO:0015833	ydeE	b1534
GO:0015833	ddpA	b1487
GO:0015833	cstA	b0598
GO:0015833	oppF	b1247
GO:0015833	ddpC	b1485
GO:0015833	yejA	b2177
GO:0015833	dtpD	b0709
GO:0015833	oppD	b1246
GO:0015833	oppB	b1244
GO:0015833	bcr	b2182
GO:0015833	dppF	b3540
GO:0015833	dppA	b3544
GO:0015833	ddpD	b1484
GO:0015833	dtpB	b3496
GO:0015833	oppA	b1243
GO:0015833	gsiA	b0829
GO:0015833	yejB	b2178
GO:0015833	sapB	b1293
GO:0015833	yejF	b2180
GO:0015833	sapC	b1292
GO:0015833	yejE	b2179
GO:0015833	ygiS	b3020
GO:0015833	sapA	b1294
GO:0015833	ybaE	b0414
GO:0015833	dtpA	b1634
GO:0015833	yhdX	b3269
GO:0015833	mdtK	b1663
GO:0015833	yhdZ	b3271
GO:0015833	yhdY	b3270
GO:0015833	yojI	b2211
GO:0015836	mrdB	b0634
GO:0015836	murJ	b1069
GO:0015836	ftsW	b0089
GO:0015837	proV	b2677
GO:0015837	proW	b2678
GO:0015838	yehW	b2128
GO:0015838	yehZ	b2131
GO:0015838	yehY	b2130
GO:0015838	yehX	b2129
GO:0015846	ydcS	b1440
GO:0015846	potF	b0854
GO:0015846	potA	b1126
GO:0015846	potG	b0855
GO:0015846	potD	b1123
GO:0015847	potA	b1126
GO:0015847	potB	b1125
GO:0015847	potC	b1124
GO:0015847	potD	b1123
GO:0015847	puuP	b1296
GO:0015847	sapC	b1292
GO:0015847	potF	b0854
GO:0015847	plaP	b2014
GO:0015847	potE	b0692
GO:0015847	sapF	b1290
GO:0015847	potI	b0857
GO:0015847	sapD	b1291
GO:0015847	potG	b0855
GO:0015847	potH	b0856
GO:0015847	sapB	b1293
GO:0015848	mdtJ	b1600
GO:0015848	mdtI	b1599
GO:0015848	potD	b1123
GO:0015851	uacT	b2888
GO:0015851	ybbW	b0511
GO:0015853	adeP	b3714
GO:0015853	adeQ	b3664
GO:0015858	yegT	b2098
GO:0015858	nupG	b2964
GO:0015858	tsx	b0411
GO:0015858	xapB	b2406
GO:0015860	nepI	b3662
GO:0015860	ydhC	b1660
GO:0015860	nupG	b2964
GO:0015861	yegT	b2098
GO:0015861	xapB	b2406
GO:0015861	nupG	b2964
GO:0015861	nupC	b2393
GO:0015862	xapB	b2406
GO:0015862	yegT	b2098
GO:0015862	nupC	b2393
GO:0015862	nupG	b2964
GO:0015871	emrE	b0543
GO:0015871	mdtJ	b1600
GO:0015871	mdtI	b1599
GO:0015871	proW	b2678
GO:0015882	ulaB	b4194
GO:0015882	ulaC	b4195
GO:0015882	ulaA	b4193
GO:0015886	nrfE	b4074
GO:0015886	ccmC	b2199
GO:0015886	ccmF	b2196
GO:0015886	ccmB	b2200
GO:0015886	ccmD	b2198
GO:0015888	thiB	b0068
GO:0015888	thiP	b0067
GO:0015889	btuF	b0158
GO:0015889	btuB	b3966
GO:0015889	tonB	b1252
GO:0015889	btuC	b1711
GO:0015889	btuD	b1709
GO:0015889	exbB	b3006
GO:0015889	btuE	b1710
GO:0015889	exbD	b3005
GO:0015891	fiu	b0805
GO:0015891	tonB	b1252
GO:0015891	fhuE	b1102
GO:0015891	entS	b0591
GO:0015891	fecA	b4291
GO:0015891	yqjH	b3070
GO:0015891	fhuA	b0150
GO:0015891	pqqU	b1451
GO:0015891	fepA	b0584
GO:0015904	ybhS	b0793
GO:0015904	ybhR	b0792
GO:0015904	ybhF	b0794
GO:0015908	fadL	b2344
GO:0015908	fadD	b1805
GO:0015914	mlaD	b3193
GO:0015914	mlaE	b3194
GO:0015914	mlaB	b3191
GO:0015914	mlaC	b3192
GO:0015914	mlaF	b3195
GO:0015920	lptB	b3201
GO:0015920	lptE	b0641
GO:0015920	lptD	b0054
GO:0015920	lptA	b3200
GO:0015920	msbA	b0914
GO:0015920	lptG	b4262
GO:0015920	lptC	b3199
GO:0015920	yhjD	b3522
GO:0015920	lptF	b4261
GO:0015937	coaA	b3974
GO:0015937	coaE	b0103
GO:0015937	coaD	b3634
GO:0015937	coaBC	b3639
GO:0015940	panZ	b3459
GO:0015940	panC	b0133
GO:0015940	panB	b0134
GO:0015940	panE	b0425
GO:0015940	panD	b0131
GO:0015940	ilvC	b3774
GO:0015944	hyfE	b2485
GO:0015944	fdhF	b4079
GO:0015944	hycB	b2724
GO:0015944	fdnI	b1476
GO:0015944	fdoI	b3892
GO:0015944	fdoH	b3893
GO:0015944	fdnG	b1474
GO:0015944	hyfC	b2483
GO:0015944	hycE	b2721
GO:0015944	fdoG	b3894
GO:0015944	hycG	b2719
GO:0015944	fdnH	b1475
GO:0015944	hycF	b2720
GO:0015944	hyfB	b2482
GO:0015944	hycD	b2722
GO:0015944	hycC	b2723
GO:0015944	hyfG	b2487
GO:0015944	hyfD	b2484
GO:0015944	hyfF	b2486
GO:0015949	relA	b2784
GO:0015949	tmk	b1098
GO:0015949	cmk	b0910
GO:0015949	purA	b4177
GO:0015949	gppA	b3779
GO:0015949	nrdG	b4237
GO:0015949	apaH	b0049
GO:0015949	xapA	b2407
GO:0015949	rihA	b0651
GO:0015949	dgt	b0160
GO:0015949	pyrF	b1281
GO:0015949	nrdD	b4238
GO:0015949	deoC	b4381
GO:0015949	nrdE	b2675
GO:0015949	dcd	b2065
GO:0015949	cdd	b2143
GO:0015949	nrdB	b2235
GO:0015949	nrdA	b2234
GO:0015949	spoT	b3650
GO:0015951	adk	b0474
GO:0015951	guaC	b0104
GO:0015968	ytfK	b4217
GO:0015968	ftsY	b3464
GO:0015968	rsd	b3995
GO:0015968	rplK	b3983
GO:0015969	spoT	b3650
